ticket_id,risk_score,risk_level,final_risk_prob,lr_risk_prob,nn_risk_prob,risk_explanation,is_risk_high,is_risk_medium,is_risk_low,risk_dim_compliance,risk_dim_sla,risk_dim_cost,risk_dim_quality,risk_dim_equipment,created_at,ticket_type,priority,region
TK002264,0.1276,low,0.17,0.2235,0.1527,compliance(0.25); equipment(0.20); cost(0.18),0,0,1,0.25,0,0.1752877838534278,0.0,0.2,2025-05-22 18:32:00,巡检,高,华东
TK002265,0.219,low,0.1256,0.0977,0.0734,compliance(0.50); equipment(0.40); cost(0.17),0,0,1,0.5,0,0.1700708745711721,0.0,0.4,2025-10-05 12:59:00,巡检,中,西北
TK002266,0.1928,low,0.4762,0.7178,0.4774,equipment(0.60); quality(0.50); cost(0.14),0,0,1,0.0,0,0.13895530383203336,0.5,0.6,2025-03-20 09:28:00,保养,中,西北
TK002267,0.0425,low,0.0162,0.0088,0.0011,equipment(0.20),0,0,1,0.0,0,0.0623982244688811,0.0,0.2,2025-01-18 19:44:00,抢修,中,华南
TK002268,0.3989,low,0.6682,0.8177,0.7494,compliance(1.00); equipment(0.80); cost(0.14),0,0,1,1.0,0,0.14467735919433056,0.0,0.8,2025-10-04 14:43:00,巡检,高,华东
TK002269,0.0572,low,0.041,0.054,0.0141,cost(0.29),0,0,1,0.0,0,0.2857662104125417,0.0,0.0,2025-02-08 19:14:00,抢修,中,华东
TK002270,0.1345,low,0.111,0.1482,0.0538,equipment(0.40); compliance(0.25),0,0,1,0.25,0,0.0600474583864149,0.0,0.4,2025-05-19 16:27:00,巡检,中,西南
TK002271,0.097,low,0.0574,0.0773,0.0036,cost(0.34); equipment(0.20),0,0,1,0.0,0,0.3350114593258311,0.0,0.2,2025-12-26 16:21:00,改造,高,华北
TK002272,0.2331,low,0.2329,0.4043,0.0614,equipment(0.80); cost(0.25); compliance(0.25),0,0,1,0.25,0,0.25306897616895674,0.0,0.8,2025-06-22 08:20:00,巡检,高,华东
TK002273,0.1393,low,0.1438,0.2418,0.0496,quality(0.50); cost(0.32),0,0,1,0.0,0,0.32173966809289434,0.5,0.0,2025-02-24 14:26:00,抢修,中,西北
TK002274,0.1738,low,0.2574,0.446,0.1404,equipment(0.60); compliance(0.25); cost(0.11),0,0,1,0.25,0,0.10665150441817983,0.0,0.6,2025-12-07 10:02:00,巡检,高,西南
TK002275,0.1715,low,0.1516,0.1138,0.1722,compliance(0.25); quality(0.25); cost(0.21),0,0,1,0.25,0,0.20766443797145973,0.25,0.2,2025-08-18 07:30:00,抢修,中,华中
TK002276,0.1081,low,0.2048,0.315,0.1774,equipment(0.40); cost(0.24),0,0,1,0.0,0,0.24067233099371999,0.0,0.4,2025-02-15 13:09:00,抢修,高,华北
TK002277,0.09,low,0.0896,0.1276,0.0514,compliance(0.25); cost(0.14),0,0,1,0.25,0,0.13740266468083728,0.0,0.0,2025-01-31 18:55:00,巡检,高,西北
TK002278,0.2885,low,0.1038,0.0335,0.0158,compliance(0.50); equipment(0.40); cost(0.33),0,0,1,0.5,0,0.32992125984251963,0.25,0.4,2025-09-03 07:22:00,保养,中,西北
TK002279,0.1595,low,0.098,0.136,0.0073,equipment(0.40); compliance(0.25); cost(0.19),0,0,1,0.25,0,0.1851055238052507,0.0,0.4,2025-08-31 20:45:00,抢修,低,西南
TK002280,0.0841,low,0.0653,0.1013,0.0133,cost(0.27); equipment(0.20),0,0,1,0.0,0,0.2702505662327527,0.0,0.2,2025-10-15 15:27:00,抢修,紧急,华南
TK002281,0.0743,low,0.1029,0.2138,0.0165,equipment(0.40),0,0,1,0.0,0,0.0714921417009009,0.0,0.4,2025-04-17 13:51:00,抢修,中,华北
TK002282,0.1389,low,0.0493,0.0212,0.0005,cost(0.38); compliance(0.25),0,0,1,0.25,0,0.3821818240207242,0.0,0.0,2025-12-05 17:08:00,巡检,中,华南
TK002283,0.2304,low,0.4778,0.605,0.5626,compliance(0.50); quality(0.25); equipment(0.20),0,0,1,0.5,0,0.18958598952838912,0.25,0.2,2025-05-26 07:31:00,巡检,低,华中
TK002284,0.3356,low,0.262,0.3453,0.1155,quality(0.75); compliance(0.50); equipment(0.40),0,0,1,0.5,0,0.1905107888026759,0.75,0.4,2025-02-12 11:20:00,保养,中,华南
TK002285,0.1447,low,0.0957,0.1372,0.0122,compliance(0.25); quality(0.25); cost(0.22),0,0,1,0.25,0,0.22334450109249826,0.25,0.0,2025-05-14 18:16:00,巡检,中,西北
TK002286,0.1625,low,0.1229,0.1504,0.0615,compliance(0.50); cost(0.19),0,0,1,0.5,0,0.18737231648199448,0.0,0.0,2025-09-05 20:00:00,巡检,高,华北
TK002287,0.2507,low,0.2917,0.5789,0.0396,compliance(0.50); equipment(0.40); cost(0.33),0,0,1,0.5,0,0.3283316513517819,0.0,0.4,2025-05-18 13:19:00,改造,高,西北
TK002288,0.0488,low,0.0251,0.025,0.0048,cost(0.24),0,0,1,0.0,0,0.2440754924871824,0.0,0.0,2025-04-04 14:33:00,巡检,中,西北
TK002289,0.0727,low,0.0618,0.0869,0.0273,cost(0.36),0,0,1,0.0,0,0.36347632096827875,0.0,0.0,2025-05-01 20:46:00,巡检,紧急,西北
TK002290,0.1361,low,0.1441,0.2537,0.0413,equipment(0.40); cost(0.38),0,0,1,0.0,0,0.38064284943667837,0.0,0.4,2025-07-11 10:28:00,巡检,高,华中
TK002291,0.1822,low,0.1466,0.2357,0.0269,quality(0.50); equipment(0.40); cost(0.24),0,0,1,0.0,0,0.2359846443843331,0.5,0.4,2025-02-27 07:39:00,巡检,中,华南
TK002292,0.1065,low,0.0574,0.0504,0.0224,quality(0.50); cost(0.16),0,0,1,0.0,0,0.15756047898385617,0.5,0.0,2025-02-23 11:11:00,抢修,低,华南
TK002293,0.1121,low,0.0472,0.0348,0.0041,equipment(0.40); cost(0.26),0,0,1,0.0,0,0.26049803646990766,0.0,0.4,2025-03-30 09:32:00,巡检,高,华北
TK002294,0.1692,low,0.1825,0.1984,0.1779,equipment(0.40); compliance(0.25); cost(0.23),0,0,1,0.25,0,0.23373184756830512,0.0,0.4,2025-08-19 14:59:00,抢修,低,华中
TK002295,0.1284,low,0.0897,0.1259,0.0203,equipment(0.40); quality(0.25); cost(0.15),0,0,1,0.0,0,0.15426685361865744,0.25,0.4,2025-09-22 16:42:00,改造,紧急,华南
TK002296,0.093,low,0.202,0.2832,0.2143,quality(0.50),0,0,1,0.0,0,0.08993490367719792,0.5,0.0,2025-03-25 09:13:00,抢修,高,华东
TK002297,0.1039,low,0.1062,0.1585,0.0558,equipment(0.60),0,0,1,0.0,0,0.0695413773943202,0.0,0.6,2025-04-21 10:37:00,巡检,中,华北
TK002298,0.2615,low,0.6496,0.8745,0.7573,quality(1.00); cost(0.41); equipment(0.20),0,0,1,0.0,0,0.4074503570125605,1.0,0.2,2025-03-28 19:02:00,抢修,中,华北
TK002299,0.0919,low,0.0609,0.0793,0.016,cost(0.27); quality(0.25),0,0,1,0.0,0,0.27221031043162114,0.25,0.0,2025-11-17 18:22:00,巡检,低,华北
TK002300,0.0739,low,0.0302,0.0214,0.0014,equipment(0.40),0,0,1,0.0,0,0.06966854822504587,0.0,0.4,2025-02-09 14:46:00,保养,高,华中
TK002301,0.2633,low,0.1987,0.2416,0.1005,compliance(0.75); quality(0.25); cost(0.19),0,0,1,0.75,0,0.19142705762440937,0.25,0.0,2025-08-15 13:55:00,巡检,高,华中
TK002302,0.1334,low,0.0829,0.0671,0.0553,cost(0.33); quality(0.25); equipment(0.20),0,0,1,0.0,0,0.32930955117578786,0.25,0.2,2025-08-10 08:12:00,巡检,高,华东
TK002303,0.0859,low,0.0334,0.0181,0.0038,equipment(0.40); cost(0.13),0,0,1,0.0,0,0.12959115504209462,0.0,0.4,2025-12-01 10:04:00,保养,中,华东
TK002304,0.2,low,0.4012,0.7802,0.1946,cost(1.00),0,0,1,0.0,0,1.0,0.0,0.0,2025-04-27 10:55:00,改造,中,华中
TK002305,0.3785,low,0.6956,0.7875,0.8755,quality(0.75); equipment(0.60); compliance(0.50),0,0,1,0.5,0,0.2550772155122235,0.75,0.6,2025-05-16 09:02:00,巡检,高,华东
TK002306,0.0667,low,0.0352,0.0312,0.0121,equipment(0.20); cost(0.18),0,0,1,0.0,0,0.1834160189956796,0.0,0.2,2025-05-17 09:20:00,保养,高,华中
TK002307,0.0499,low,0.0166,0.0039,0.0007,cost(0.25),0,0,1,0.0,0,0.24949641248826726,0.0,0.0,2025-09-24 13:10:00,保养,中,西北
TK002308,0.0835,low,0.0489,0.0409,0.0273,quality(0.25); cost(0.23),0,0,1,0.0,0,0.22976675133907987,0.25,0.0,2025-08-10 16:41:00,巡检,低,华南
TK002309,0.3005,low,0.2622,0.437,0.0547,compliance(1.00); cost(0.25),0,0,1,1.0,0,0.2525126232267372,0.0,0.0,2025-08-28 18:45:00,巡检,低,西北
TK002310,0.0818,low,0.0888,0.1153,0.0683,equipment(0.40); cost(0.11),0,0,1,0.0,0,0.10910657495075049,0.0,0.4,2025-04-16 07:30:00,改造,中,华东
TK002311,0.0903,low,0.0408,0.0347,0.0044,quality(0.25); equipment(0.20); cost(0.11),0,0,1,0.0,0,0.11396779583776395,0.25,0.2,2025-04-07 16:55:00,保养,中,华东
TK002312,0.1293,low,0.075,0.1013,0.0023,equipment(0.40); quality(0.25); cost(0.16),0,0,1,0.0,0,0.1587741295853502,0.25,0.4,2025-11-09 18:08:00,巡检,低,西北
TK002313,0.1035,low,0.1083,0.199,0.0216,equipment(0.40); cost(0.22),0,0,1,0.0,0,0.21758928195852445,0.0,0.4,2025-11-25 20:12:00,保养,高,华东
TK002314,0.031,low,0.0187,0.023,0.0039,cost(0.15),0,0,1,0.0,0,0.15492180855095294,0.0,0.0,2025-11-26 19:13:00,抢修,高,华东
TK002315,0.2398,low,0.3551,0.4387,0.3704,equipment(0.60); quality(0.50); compliance(0.25),0,0,1,0.25,0,0.06134460760981719,0.5,0.6,2025-01-31 17:03:00,保养,高,华北
TK002316,0.1866,low,0.1115,0.1317,0.0268,equipment(0.80); cost(0.33),0,0,1,0.0,0,0.33286931277365317,0.0,0.8,2025-04-18 15:45:00,抢修,低,华北
TK002317,0.4625,medium,0.8382,0.9998,0.9986,cost(1.00); compliance(0.75); quality(0.50),0,1,0,0.75,0,1.0,0.5,0.0,2025-06-03 15:49:00,保养,低,西南
TK002318,0.2603,low,0.1275,0.1315,0.0097,compliance(0.75); cost(0.21); equipment(0.20),0,0,1,0.75,0,0.21377674303755045,0.0,0.2,2025-07-26 13:27:00,抢修,中,西南
TK002319,0.1506,low,0.0681,0.0573,0.0081,equipment(0.40); cost(0.27); quality(0.25),0,0,1,0.0,0,0.26565625109064206,0.25,0.4,2025-04-13 11:13:00,抢修,紧急,华南
TK002320,0.1369,low,0.0927,0.1259,0.0217,compliance(0.25); cost(0.22); equipment(0.20),0,0,1,0.25,0,0.22217207510746873,0.0,0.2,2025-03-02 20:25:00,保养,低,华北
TK002321,0.2138,low,0.2644,0.4821,0.09,quality(0.75); cost(0.36); equipment(0.20),0,0,1,0.0,0,0.3566359119943222,0.75,0.2,2025-12-18 16:03:00,巡检,中,西南
TK002322,0.1883,low,0.2915,0.4327,0.2388,compliance(0.50); quality(0.25); cost(0.13),0,0,1,0.5,0,0.12915041331624677,0.25,0.0,2025-03-03 20:08:00,抢修,紧急,西北
TK002323,0.0231,low,0.0101,0.0087,0.0004,cost(0.12),0,0,1,0.0,0,0.11546372943928906,0.0,0.0,2025-08-25 19:26:00,抢修,中,华南
TK002324,0.0936,low,0.053,0.0633,0.0078,compliance(0.25); cost(0.16),0,0,1,0.25,0,0.15537833315423477,0.0,0.0,2025-06-09 17:54:00,抢修,中,华东
TK002325,0.1233,low,0.0635,0.0638,0.0119,equipment(0.40); cost(0.32),0,0,1,0.0,0,0.31633532388267505,0.0,0.4,2025-02-05 20:35:00,保养,低,华东
TK002326,0.0403,low,0.0219,0.0265,0.0014,cost(0.20),0,0,1,0.0,0,0.2013179190751445,0.0,0.0,2025-03-25 15:34:00,改造,中,华北
TK002327,0.1952,low,0.345,0.6403,0.1782,quality(0.50); compliance(0.25); equipment(0.20),0,0,1,0.25,0,0.13848321295340904,0.5,0.2,2025-05-06 16:54:00,保养,中,西北
TK002328,0.0151,low,0.0143,0.0167,0.0113,,0,0,1,0.0,0,0.07551277617675312,0.0,0.0,2025-05-25 07:18:00,巡检,高,华东
TK002329,0.2419,low,0.0988,0.0689,0.006,compliance(0.75); equipment(0.20); cost(0.12),0,0,1,0.75,0,0.12210299935302549,0.0,0.2,2025-10-23 11:24:00,改造,中,华中
TK002330,0.0563,low,0.0298,0.0309,0.0059,cost(0.28),0,0,1,0.0,0,0.28155656360131276,0.0,0.0,2025-06-18 15:22:00,抢修,低,西南
TK002331,0.1258,low,0.0876,0.126,0.0164,cost(0.32); compliance(0.25),0,0,1,0.25,0,0.3164485718305896,0.0,0.0,2025-06-20 12:58:00,保养,低,西南
TK002332,0.3319,low,0.172,0.1817,0.0253,compliance(0.75); equipment(0.60); cost(0.27),0,0,1,0.75,0,0.2721531425304605,0.0,0.6,2025-07-22 09:17:00,保养,高,华东
TK002333,0.2258,low,0.4171,0.7853,0.2129,quality(0.50); equipment(0.40); compliance(0.25),0,0,1,0.25,0,0.14172328713029858,0.5,0.4,2025-06-13 14:23:00,保养,高,华北
TK002334,0.2394,low,0.1993,0.268,0.0962,compliance(0.75); equipment(0.20); cost(0.11),0,0,1,0.75,0,0.10928140521412888,0.0,0.2,2025-10-19 13:32:00,抢修,高,西南
TK002335,0.1362,low,0.4572,0.684,0.5056,equipment(0.40); compliance(0.25),0,0,1,0.25,0,0.06842366364876595,0.0,0.4,2025-07-09 17:51:00,巡检,高,华中
TK002336,0.1846,low,0.119,0.1379,0.044,equipment(0.60); compliance(0.25); cost(0.16),0,0,1,0.25,0,0.16049371081575203,0.0,0.6,2025-12-03 14:43:00,抢修,中,西南
TK002337,0.2119,low,0.4065,0.5859,0.3938,quality(0.75); compliance(0.25); cost(0.18),0,0,1,0.25,0,0.18457497490560948,0.75,0.0,2025-03-28 10:19:00,保养,中,华南
TK002338,0.3571,low,0.4587,0.3229,0.6817,equipment(1.00); compliance(0.75),0,0,1,0.75,0,0.09820413353198132,0.0,1.0,2025-04-29 18:02:00,保养,低,华北
TK002339,0.0783,low,0.0713,0.0692,0.0674,compliance(0.25),0,0,1,0.25,0,0.07914463172358632,0.0,0.0,2025-04-02 19:56:00,保养,高,西北
TK002340,0.229,low,0.2303,0.2365,0.2251,equipment(0.60); cost(0.38); compliance(0.25),0,0,1,0.25,0,0.38268041026791855,0.0,0.6,2025-08-25 19:03:00,抢修,低,华北
TK002341,0.0131,low,0.0167,0.0304,0.0061,,0,0,1,0.0,0,0.06572651887388603,0.0,0.0,2025-06-10 17:52:00,抢修,高,华东
TK002342,0.0824,low,0.0346,0.0211,0.0071,cost(0.26); equipment(0.20),0,0,1,0.0,0,0.2619752265358718,0.0,0.2,2025-06-01 16:18:00,抢修,紧急,华中
TK002343,0.4575,medium,0.8332,0.9978,0.9906,cost(1.00); equipment(0.80); quality(0.50),0,1,0,0.25,0,1.0,0.5,0.8,2025-09-26 10:52:00,巡检,中,西南
TK002344,0.148,low,0.0517,0.015,0.0059,compliance(0.50); cost(0.12),0,0,1,0.5,0,0.11516409343687839,0.0,0.0,2025-02-10 18:47:00,抢修,中,西南
TK002345,0.2036,low,0.1659,0.2134,0.0861,compliance(0.50); equipment(0.40),0,0,1,0.5,0,0.09315512540354254,0.0,0.4,2025-07-08 18:09:00,巡检,中,西南
TK002346,0.2576,low,0.3202,0.5403,0.1539,compliance(0.50); equipment(0.40); cost(0.36),0,0,1,0.5,0,0.36319638362614104,0.0,0.4,2025-04-21 09:46:00,抢修,高,西南
TK002347,0.069,low,0.0669,0.1055,0.0266,equipment(0.20); cost(0.20),0,0,1,0.0,0,0.1952293780022848,0.0,0.2,2025-04-11 09:27:00,改造,中,华南
TK002348,0.119,low,0.1507,0.2204,0.1081,quality(0.50); equipment(0.20),0,0,1,0.0,0,0.06976164628609272,0.5,0.2,2025-04-15 18:48:00,保养,中,华南
TK002349,0.3646,low,0.4778,0.3233,0.7293,compliance(0.75); equipment(0.40); cost(0.40),0,0,1,0.75,0,0.3979446349501644,0.25,0.4,2025-03-06 17:14:00,改造,高,华中
TK002350,0.094,low,0.0312,0.0076,0.0011,quality(0.25); equipment(0.20); cost(0.13),0,0,1,0.0,0,0.1324463772388884,0.25,0.2,2025-08-28 10:04:00,抢修,高,西北
TK002351,0.0542,low,0.057,0.0852,0.0312,cost(0.27),0,0,1,0.0,0,0.2712134045802127,0.0,0.0,2025-09-26 10:29:00,保养,中,华北
TK002352,0.2479,low,0.6799,0.8752,0.8548,quality(1.00); compliance(0.25); cost(0.18),0,0,1,0.25,0,0.17722334004024143,1.0,0.0,2025-04-04 19:32:00,抢修,高,华北
TK002353,0.1499,low,0.1954,0.3542,0.0757,compliance(0.25); quality(0.25); cost(0.25),0,0,1,0.25,0,0.24946382090053054,0.25,0.0,2025-04-22 15:10:00,保养,紧急,华北
TK002354,0.1614,low,0.1723,0.2266,0.1273,equipment(0.40); compliance(0.25); cost(0.19),0,0,1,0.25,0,0.1945822559670105,0.0,0.4,2025-07-06 09:59:00,抢修,中,西北
TK002355,0.1926,low,0.0841,0.0557,0.0195,compliance(0.50); quality(0.25); cost(0.15),0,0,1,0.5,0,0.15036597373802751,0.25,0.0,2025-10-31 15:09:00,抢修,高,华南
TK002356,0.2484,low,0.6677,0.8248,0.8699,quality(0.50); cost(0.40); compliance(0.25),0,0,1,0.25,0,0.4043754101947057,0.5,0.2,2025-06-21 14:23:00,改造,中,华中
TK002357,0.0577,low,0.0377,0.0293,0.0289,equipment(0.20); cost(0.14),0,0,1,0.0,0,0.13864554895237968,0.0,0.2,2025-12-08 19:14:00,抢修,低,华中
TK002358,0.1603,low,0.1021,0.1264,0.0279,equipment(0.60); quality(0.25); cost(0.16),0,0,1,0.0,0,0.16378663884451117,0.25,0.6,2025-02-12 14:58:00,保养,中,华中
TK002359,0.1693,low,0.1194,0.1112,0.0848,quality(0.50); cost(0.32); equipment(0.20),0,0,1,0.0,0,0.32167978199471525,0.5,0.2,2025-05-29 17:48:00,抢修,中,西南
TK002360,0.1004,low,0.056,0.0672,0.0067,equipment(0.40); cost(0.20),0,0,1,0.0,0,0.2018508461640075,0.0,0.4,2025-09-24 19:53:00,巡检,高,华南
TK002361,0.2084,low,0.1654,0.1988,0.095,equipment(0.80); compliance(0.25); cost(0.13),0,0,1,0.25,0,0.1295614682350218,0.0,0.8,2025-06-23 09:42:00,抢修,高,华北
TK002362,0.1832,low,0.3428,0.7059,0.1164,quality(0.50); cost(0.39); equipment(0.20),0,0,1,0.0,0,0.3908468769197909,0.5,0.2,2025-12-25 08:35:00,保养,中,华东
TK002363,0.1522,low,0.0906,0.1169,0.0114,cost(0.30); compliance(0.25); equipment(0.20),0,0,1,0.25,0,0.29842062852538276,0.0,0.2,2025-03-20 19:17:00,保养,中,华中
TK002364,0.1396,low,0.1468,0.1541,0.1457,quality(0.75); cost(0.14),0,0,1,0.0,0,0.13544215235674795,0.75,0.0,2025-07-01 13:47:00,保养,紧急,西南
TK002365,0.1459,low,0.2668,0.491,0.1463,cost(0.27); compliance(0.25); equipment(0.20),0,0,1,0.25,0,0.26698339006958294,0.0,0.2,2025-04-02 13:51:00,保养,高,西南
TK002366,0.2891,low,0.4152,0.5496,0.3889,compliance(0.75); cost(0.32); quality(0.25),0,0,1,0.75,0,0.3207449413755993,0.25,0.0,2025-04-28 08:14:00,保养,中,华南
TK002367,0.33,low,0.7889,0.9967,0.9744,cost(1.00); compliance(0.25); quality(0.25),0,0,1,0.25,0,1.0,0.25,0.2,2025-11-05 16:42:00,巡检,高,华南
TK002368,0.2264,low,0.15,0.2251,0.0093,equipment(0.60); cost(0.37); compliance(0.25),0,0,1,0.25,0,0.36944382564788003,0.0,0.6,2025-07-26 07:21:00,巡检,中,西北
TK002369,0.1025,low,0.0739,0.1207,0.0025,compliance(0.25); cost(0.20),0,0,1,0.25,0,0.19985976421372875,0.0,0.0,2025-08-13 17:48:00,巡检,中,西南
TK002370,0.2041,low,0.0651,0.0102,0.0009,compliance(0.50); quality(0.25); cost(0.21),0,0,1,0.5,0,0.20778910773524628,0.25,0.0,2025-07-31 16:42:00,改造,高,西北
TK002371,0.1344,low,0.1171,0.201,0.0183,cost(0.33); quality(0.25); equipment(0.20),0,0,1,0.0,0,0.3347122831684002,0.25,0.2,2025-11-27 15:52:00,保养,中,华东
TK002372,0.1058,low,0.3676,0.6348,0.3248,quality(0.50); cost(0.15),0,0,1,0.0,0,0.15409862405994412,0.5,0.0,2025-09-28 11:03:00,抢修,高,华中
TK002373,0.076,low,0.0455,0.0598,0.0052,equipment(0.40),0,0,1,0.0,0,0.07993499303070373,0.0,0.4,2025-10-13 17:15:00,抢修,中,华东
TK002374,0.1787,low,0.0695,0.0418,0.0037,compliance(0.50); equipment(0.20); cost(0.12),0,0,1,0.5,0,0.11829709336071792,0.0,0.2,2025-11-14 12:14:00,改造,中,西南
TK002375,0.0764,low,0.0315,0.0206,0.0039,cost(0.23); equipment(0.20),0,0,1,0.0,0,0.23201089200995195,0.0,0.2,2025-01-03 09:34:00,保养,中,华东
TK002376,0.056,low,0.0263,0.0192,0.008,equipment(0.20); cost(0.13),0,0,1,0.0,0,0.13022012088781376,0.0,0.2,2025-06-11 08:48:00,保养,中,华中
TK002377,0.1934,low,0.3374,0.5746,0.2236,quality(0.75); equipment(0.40); cost(0.10),0,0,1,0.0,0,0.10459316866568091,0.75,0.4,2025-06-21 14:45:00,抢修,低,华北
TK002378,0.1771,low,0.1352,0.2096,0.0248,quality(0.75); cost(0.32),0,0,1,0.0,0,0.3228430544395684,0.75,0.0,2025-02-13 14:04:00,抢修,中,华北
TK002379,0.2684,low,0.196,0.2108,0.1192,equipment(0.60); cost(0.39); compliance(0.25),0,0,1,0.25,0,0.3918811190095699,0.25,0.6,2025-05-05 16:06:00,巡检,高,西北
TK002380,0.2305,low,0.091,0.0526,0.0097,compliance(0.50); equipment(0.40); cost(0.23),0,0,1,0.5,0,0.22761723063252604,0.0,0.4,2025-02-26 11:40:00,抢修,高,西北
TK002381,0.0174,low,0.012,0.0185,0.0009,,0,0,1,0.0,0,0.08707893500707475,0.0,0.0,2025-05-11 17:26:00,巡检,中,华中
TK002382,0.1169,low,0.0693,0.0803,0.0174,equipment(0.40); cost(0.28),0,0,1,0.0,0,0.284392991313563,0.0,0.4,2025-08-30 20:04:00,巡检,中,华东
TK002383,0.2358,low,0.6718,0.95,0.7673,equipment(0.60); quality(0.50); cost(0.35),0,0,1,0.0,0,0.3539645604849977,0.5,0.6,2025-02-14 07:45:00,巡检,中,西南
TK002384,0.1317,low,0.1931,0.3928,0.0461,compliance(0.25); equipment(0.20); cost(0.20),0,0,1,0.25,0,0.1961041286388573,0.0,0.2,2025-06-24 14:49:00,保养,紧急,华南
TK002385,0.0165,low,0.0094,0.0123,0.0003,,0,0,1,0.0,0,0.08225194415815607,0.0,0.0,2025-08-26 19:04:00,抢修,中,华北
TK002386,0.1994,low,0.338,0.4382,0.3565,cost(0.35); compliance(0.25); quality(0.25),0,0,1,0.25,0,0.3468648169170738,0.25,0.2,2025-06-28 08:42:00,抢修,紧急,华东
TK002387,0.1083,low,0.0562,0.0648,0.0029,equipment(0.40); cost(0.24),0,0,1,0.0,0,0.24148611504102835,0.0,0.4,2025-06-07 07:06:00,保养,中,华中
TK002388,0.3234,low,0.6617,0.7619,0.8515,equipment(0.80); quality(0.50); cost(0.33),0,0,1,0.25,0,0.3292686642192332,0.5,0.8,2025-02-17 11:09:00,巡检,中,华东
TK002389,0.102,low,0.1014,0.1889,0.0134,equipment(0.40); cost(0.21),0,0,1,0.0,0,0.20976809557273368,0.0,0.4,2025-09-08 08:33:00,巡检,中,西南
TK002390,0.0468,low,0.0223,0.0222,0.0013,cost(0.23),0,0,1,0.0,0,0.23415501150898355,0.0,0.0,2025-04-19 11:22:00,保养,中,西南
TK002391,0.0983,low,0.1064,0.2065,0.0133,quality(0.50); cost(0.12),0,0,1,0.0,0,0.1163955796853785,0.5,0.0,2025-08-25 10:43:00,保养,中,华北
TK002392,0.1004,low,0.072,0.0971,0.0227,cost(0.35); equipment(0.20),0,0,1,0.0,0,0.35223940295595324,0.0,0.2,2025-11-04 13:20:00,保养,中,华北
TK002393,0.1023,low,0.0341,0.0088,0.0009,compliance(0.25); cost(0.20),0,0,1,0.25,0,0.19906013322383442,0.0,0.0,2025-12-23 17:28:00,保养,低,西南
TK002394,0.2079,low,0.4362,0.6081,0.4599,compliance(0.50); equipment(0.40); cost(0.11),0,0,1,0.5,0,0.11438561627631894,0.0,0.4,2025-08-18 10:01:00,保养,高,华中
TK002395,0.0727,low,0.0536,0.0859,0.0049,equipment(0.40),0,0,1,0.0,0,0.06348643006263055,0.0,0.4,2025-11-30 17:30:00,改造,紧急,西南
TK002396,0.1939,low,0.1603,0.2658,0.0259,equipment(0.40); compliance(0.25); quality(0.25),0,0,1,0.25,0,0.16961075851049667,0.25,0.4,2025-01-19 12:27:00,巡检,中,华南
TK002397,0.2341,low,0.0848,0.0352,0.0064,compliance(0.50); cost(0.40); equipment(0.20),0,0,1,0.5,0,0.395625026547169,0.0,0.2,2025-10-31 13:35:00,保养,中,西北
TK002398,0.0262,low,0.0224,0.0394,0.0022,cost(0.13),0,0,1,0.0,0,0.13123687092662084,0.0,0.0,2025-08-31 17:51:00,保养,高,西南
TK002399,0.1113,low,0.0533,0.0476,0.0094,quality(0.25); cost(0.22); equipment(0.20),0,0,1,0.0,0,0.21910842735897684,0.25,0.2,2025-02-13 13:22:00,巡检,高,华南
TK002400,0.2416,low,0.2971,0.4227,0.2192,equipment(0.80); compliance(0.25); quality(0.25),0,0,1,0.25,0,0.1080367453129254,0.25,0.8,2025-12-14 17:32:00,抢修,中,华中
TK002401,0.3176,low,0.119,0.0542,0.0137,equipment(0.80); compliance(0.50); cost(0.36),0,0,1,0.5,0,0.3631556757896216,0.0,0.8,2025-09-02 08:19:00,保养,中,西南
TK002402,0.1011,low,0.0595,0.0629,0.0204,cost(0.36); equipment(0.20),0,0,1,0.0,0,0.3553149341928551,0.0,0.2,2025-10-13 08:26:00,保养,高,华南
TK002403,0.0638,low,0.0431,0.0461,0.0223,equipment(0.20); cost(0.17),0,0,1,0.0,0,0.16885197575011857,0.0,0.2,2025-05-17 10:19:00,巡检,高,华北
TK002404,0.0543,low,0.0296,0.0342,0.0037,quality(0.25),0,0,1,0.0,0,0.08379628604944567,0.25,0.0,2025-06-11 07:14:00,巡检,中,华南
TK002405,0.0534,low,0.0412,0.0636,0.0083,quality(0.25),0,0,1,0.0,0,0.0794713791658751,0.25,0.0,2025-07-18 14:49:00,保养,低,西北
TK002406,0.2019,low,0.098,0.093,0.014,compliance(0.50); cost(0.23); equipment(0.20),0,0,1,0.5,0,0.23439576755253289,0.0,0.2,2025-05-08 19:32:00,巡检,中,华中
TK002407,0.2084,low,0.1013,0.102,0.0088,compliance(0.50); quality(0.25); equipment(0.20),0,0,1,0.5,0,0.07974804680198877,0.25,0.2,2025-10-10 19:54:00,巡检,中,华东
TK002408,0.3269,low,0.1891,0.2251,0.0349,compliance(0.75); equipment(0.60); quality(0.25),0,0,1,0.75,0,0.05927968944569606,0.25,0.6,2025-09-19 07:52:00,改造,低,西南
TK002409,0.1229,low,0.0504,0.0365,0.0023,equipment(0.40); quality(0.25); cost(0.13),0,0,1,0.0,0,0.12683639881797437,0.25,0.4,2025-10-31 17:25:00,抢修,中,华南
