ticket_id,anomaly_label,anomaly_score,anomaly_model_if,anomaly_model_lof,anomaly_reasons,created_at,ticket_type,priority,region,equipment_type,fault_category,total_cost
TK002770,0,0.2366,0,0,"[{'feature': 'response_time', 'deviation': 1.797, 'importance': 0.0476, 'value': -1.797}]",2025-07-28 07:47:00,抢修,中,华南,变压器,机械故障,1482.21
TK002771,0,0.3076,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-02 10:03:00,改造,高,华北,开关柜,机械故障,1339.94
TK002772,0,0.2174,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.552, 'importance': 0.0476, 'value': 1.552}]",2025-01-05 07:52:00,巡检,紧急,西南,发电机,电气故障,5896.24
TK002773,0,0.3618,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-11-30 09:23:00,抢修,低,西南,发电机,机械故障,4043.93
TK002774,0,0.1938,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.56, 'importance': 0.0476, 'value': -1.56}]",2025-02-07 17:01:00,巡检,中,华东,配电箱,漏电,2631.89
TK002775,0,0.0925,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-08-08 07:21:00,巡检,中,西南,电容器,过热,887.17
TK002776,1,0.6833,1,1,"[{'feature': 'repair_duration', 'deviation': 4.456, 'importance': 0.0476, 'value': 4.456}, {'feature': 'total_duration', 'deviation': 3.974, 'importance': 0.0476, 'value': 3.974}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-11-05 15:24:00,抢修,中,华北,配电箱,环境损坏,2746.1
TK002777,0,0.0983,0,0,[],2025-07-29 17:36:00,巡检,中,华东,配电箱,环境损坏,2748.89
TK002778,0,0.2574,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-06-05 16:39:00,巡检,中,华北,配电箱,漏电,3923.83
TK002779,0,0.2473,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-10-07 18:55:00,保养,低,华中,配电箱,环境损坏,867.49
TK002780,0,0.3742,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'equipment_age_months', 'deviation': 1.696, 'importance': 0.0476, 'value': 1.696}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-02-04 07:17:00,改造,中,西南,电容器,机械故障,3414.39
TK002781,0,0.3129,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'arrival_delay', 'deviation': 1.654, 'importance': 0.0476, 'value': -1.654}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-09-30 19:58:00,保养,中,华中,电缆,环境损坏,4558.42
TK002782,0,0.2694,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}]",2025-07-13 10:18:00,改造,中,西北,变压器,电气故障,4148.8
TK002783,0,0.0365,0,0,[],2025-07-29 19:07:00,抢修,中,西北,电容器,短路,2798.0
TK002784,0,0.313,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-03-08 14:45:00,巡检,中,西北,变压器,机械故障,3177.67
TK002785,0,0.2965,0,0,"[{'feature': 'total_cost', 'deviation': 7.366, 'importance': 0.0476, 'value': 7.366}, {'feature': 'equipment_age_months', 'deviation': 1.617, 'importance': 0.0476, 'value': -1.617}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-29 09:50:00,抢修,高,华北,发电机,电气故障,20768.9
TK002786,0,0.3097,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-07-31 14:27:00,保养,中,华东,发电机,过热,678.48
TK002787,0,0.3067,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-06-20 16:37:00,抢修,高,华东,电缆,电气故障,3610.42
TK002788,0,0.3703,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.733, 'importance': 0.0476, 'value': 1.733}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}]",2025-09-25 15:00:00,巡检,高,西北,发电机,环境损坏,475.5
TK002789,0,0.3619,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'response_time', 'deviation': 1.552, 'importance': 0.0476, 'value': -1.552}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-01-04 20:14:00,巡检,高,华南,电容器,环境损坏,4779.06
TK002790,0,0.237,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-01-03 12:17:00,改造,高,华北,配电箱,电气故障,1393.78
TK002791,0,0.3815,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'dispatch_delay', 'deviation': 1.582, 'importance': 0.0476, 'value': -1.582}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-09-25 17:54:00,巡检,高,华中,配电箱,老化,2551.86
TK002792,0,0.1491,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.717, 'importance': 0.0476, 'value': -1.717}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-10-05 17:53:00,抢修,中,华南,变压器,环境损坏,2572.84
TK002793,0,0.1988,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-01-28 16:28:00,巡检,低,华北,电容器,环境损坏,1817.01
TK002794,0,0.3002,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.699, 'importance': 0.0476, 'value': 1.699}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-11-14 11:52:00,巡检,低,华中,电缆,环境损坏,2661.11
TK002795,0,0.2108,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'dispatch_delay', 'deviation': 1.52, 'importance': 0.0476, 'value': -1.52}]",2025-01-30 16:22:00,抢修,中,华北,电容器,过热,438.74
TK002796,0,0.2415,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-12-31 17:07:00,抢修,低,华南,变压器,电气故障,1228.19
TK002797,0,0.2749,0,0,"[{'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-10-29 10:52:00,抢修,高,华中,变压器,电气故障,3803.83
TK002798,0,0.2216,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.753, 'importance': 0.0476, 'value': 1.753}, {'feature': 'arrival_delay', 'deviation': 1.733, 'importance': 0.0476, 'value': 1.733}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}]",2025-04-29 12:52:00,保养,中,华北,开关柜,短路,3037.68
TK002799,0,0.3004,0,0,"[{'feature': 'response_time', 'deviation': 1.77, 'importance': 0.0476, 'value': -1.77}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-08-19 16:04:00,保养,中,华北,发电机,漏电,2473.75
TK002800,0,0.1851,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-09-22 09:14:00,巡检,低,华北,电缆,环境损坏,4319.85
TK002801,0,0.1967,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}]",2025-12-16 11:37:00,保养,中,华东,变压器,环境损坏,782.59
TK002802,0,0.3105,0,0,"[{'feature': 'response_time', 'deviation': 1.797, 'importance': 0.0476, 'value': -1.797}, {'feature': 'total_duration', 'deviation': 1.532, 'importance': 0.0476, 'value': -1.532}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-06-27 11:33:00,巡检,中,华东,发电机,短路,3383.42
TK002803,0,0.1464,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}]",2025-10-12 10:13:00,改造,中,华中,电容器,短路,4622.91
TK002804,0,0.2005,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-08-08 20:05:00,巡检,低,华东,开关柜,电气故障,4497.21
TK002805,0,0.2657,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'arrival_delay', 'deviation': 1.654, 'importance': 0.0476, 'value': -1.654}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-04-19 15:46:00,抢修,低,华北,配电箱,老化,1344.51
TK002806,0,0.2394,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-04-02 15:03:00,巡检,低,华北,发电机,环境损坏,4350.12
TK002807,0,0.1702,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-08-01 17:48:00,改造,中,华北,电缆,漏电,3050.91
TK002808,0,0.252,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-04-28 09:15:00,改造,高,华南,配电箱,过热,3113.6
TK002809,0,0.2733,0,0,"[{'feature': 'reopen_within_days', 'deviation': 3.303, 'importance': 0.0476, 'value': 3.303}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-12-06 20:04:00,巡检,中,华南,变压器,老化,2066.73
TK002810,0,0.1775,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'dispatch_delay', 'deviation': 1.513, 'importance': 0.0476, 'value': 1.513}]",2025-04-08 09:44:00,抢修,中,华南,电缆,过热,3281.73
TK002811,0,0.2812,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-10-20 07:58:00,抢修,低,西南,电缆,老化,4231.71
TK002812,0,0.0838,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.501, 'importance': 0.0476, 'value': -1.501}]",2025-09-01 12:39:00,抢修,中,华中,电容器,漏电,2463.32
TK002813,0,0.2048,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-12-29 07:06:00,改造,高,华北,变压器,漏电,3319.49
TK002814,0,0.3022,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-07-22 11:07:00,巡检,高,西南,电缆,短路,3620.85
TK002815,0,0.256,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-02-21 17:05:00,巡检,中,华中,配电箱,漏电,2583.12
TK002816,0,0.2513,0,0,"[{'feature': 'response_time', 'deviation': 2.042, 'importance': 0.0476, 'value': -2.042}, {'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}]",2025-01-17 16:04:00,抢修,低,华东,开关柜,漏电,1712.07
TK002817,0,0.2326,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-12-09 14:14:00,抢修,中,华东,配电箱,电气故障,1012.0
TK002818,0,0.2884,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-09-27 14:40:00,抢修,高,华中,变压器,环境损坏,2109.23
TK002819,0,0.1721,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-05-21 20:27:00,巡检,中,华南,变压器,短路,1443.18
TK002820,0,0.1945,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.702, 'importance': 0.0476, 'value': 1.702}, {'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}]",2025-06-11 13:50:00,巡检,紧急,西北,电缆,环境损坏,2165.57
TK002821,0,0.1412,0,0,"[{'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-09-19 16:57:00,巡检,中,华南,电缆,短路,4530.24
TK002822,0,0.1216,0,0,[],2025-04-12 20:14:00,保养,中,西北,开关柜,机械故障,786.58
TK002823,0,0.1872,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-04-15 09:17:00,保养,高,西北,电容器,过热,3569.23
TK002824,0,0.3188,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-06-18 12:38:00,巡检,中,华中,变压器,过热,3612.53
TK002825,0,0.3635,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}, {'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}]",2025-08-12 18:49:00,抢修,低,西北,配电箱,漏电,3795.93
TK002826,0,0.2353,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.654, 'importance': 0.0476, 'value': -1.654}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-12-03 11:34:00,抢修,中,华中,电容器,短路,3739.15
TK002827,0,0.2756,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-10-13 10:58:00,抢修,中,华东,开关柜,短路,1543.76
TK002828,0,0.2339,0,0,"[{'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-02-04 14:34:00,保养,中,华北,开关柜,老化,1417.14
TK002829,0,0.196,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}]",2025-05-15 13:54:00,巡检,中,西北,配电箱,环境损坏,3894.67
TK002830,0,0.2608,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-08-31 12:41:00,保养,高,西北,开关柜,漏电,785.07
TK002831,0,0.1903,0,0,"[{'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-03-30 19:36:00,保养,中,华东,发电机,漏电,2408.81
TK002832,0,0.2009,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-09-14 16:56:00,巡检,高,华北,开关柜,老化,1895.24
TK002833,0,0.416,0,0,"[{'feature': 'response_time', 'deviation': 1.96, 'importance': 0.0476, 'value': -1.96}, {'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}]",2025-02-24 16:38:00,抢修,低,华东,配电箱,过热,1002.75
TK002834,0,0.1556,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-06-24 15:23:00,抢修,中,华东,电缆,环境损坏,2547.56
TK002835,0,0.2462,0,0,"[{'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-12-20 19:25:00,抢修,高,华东,配电箱,老化,4680.09
TK002836,1,0.6518,1,1,"[{'feature': 'reopen_within_days', 'deviation': 2.109, 'importance': 0.0476, 'value': 2.109}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-08-03 17:29:00,巡检,高,华东,发电机,过热,3942.14
TK002837,0,0.2005,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'accept_delay', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-07-02 09:35:00,抢修,高,华南,变压器,电气故障,2744.3
TK002838,0,0.2717,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.667, 'importance': 0.0476, 'value': 1.667}]",2025-07-11 10:32:00,保养,中,西南,开关柜,老化,4976.03
TK002839,0,0.1574,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-05-03 19:40:00,巡检,中,华中,发电机,过热,3494.24
TK002840,0,0.2268,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-05-05 09:03:00,抢修,高,西北,电缆,机械故障,3052.31
TK002841,0,0.4391,0,0,"[{'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'total_cost', 'deviation': 1.64, 'importance': 0.0476, 'value': 1.64}]",2025-05-31 15:21:00,保养,紧急,华东,变压器,机械故障,6861.19
TK002842,0,0.134,0,0,[],2025-08-10 19:33:00,抢修,中,华东,电容器,漏电,3686.89
TK002843,0,0.4029,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-12-26 19:49:00,保养,紧急,华南,配电箱,机械故障,4941.83
TK002844,0,0.35,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-24 08:35:00,保养,高,华中,发电机,短路,2382.28
TK002845,0,0.1536,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.582, 'importance': 0.0476, 'value': -1.582}]",2025-01-20 11:12:00,巡检,中,西南,配电箱,短路,2260.71
TK002846,0,0.2508,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'equipment_age_months', 'deviation': 1.638, 'importance': 0.0476, 'value': 1.638}]",2025-05-29 11:02:00,保养,低,华东,开关柜,环境损坏,3819.69
TK002847,0,0.1663,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.588, 'importance': 0.0476, 'value': -1.588}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-02-23 09:45:00,抢修,中,西北,电容器,漏电,3269.58
TK002848,0,0.23,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-03-04 19:10:00,保养,中,华北,变压器,机械故障,1362.59
TK002849,0,0.2663,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'equipment_age_months', 'deviation': 1.703, 'importance': 0.0476, 'value': -1.703}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-11-13 11:30:00,巡检,低,西北,电缆,环境损坏,1279.37
TK002850,0,0.3726,0,0,"[{'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'equipment_age_months', 'deviation': 1.53, 'importance': 0.0476, 'value': -1.53}]",2025-04-30 16:39:00,抢修,高,华东,变压器,漏电,1101.64
TK002851,0,0.2861,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}, {'feature': 'response_time', 'deviation': 1.501, 'importance': 0.0476, 'value': 1.501}]",2025-11-19 08:23:00,巡检,中,华南,变压器,过热,3957.08
TK002852,0,0.3594,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-04-06 19:29:00,改造,低,西北,变压器,过热,556.82
TK002853,0,0.1047,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-05-27 10:14:00,巡检,中,华北,发电机,短路,2651.75
TK002854,0,0.3384,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-03-17 09:03:00,改造,高,华东,电缆,过热,2803.91
TK002855,0,0.2739,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-01-04 10:31:00,巡检,低,华中,开关柜,老化,729.95
TK002856,0,0.2173,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-02-26 10:17:00,巡检,高,华南,开关柜,电气故障,3620.63
TK002857,0,0.2128,0,0,"[{'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-07-06 17:17:00,保养,中,西北,电容器,过热,3398.64
TK002858,0,0.3416,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'response_time', 'deviation': 1.797, 'importance': 0.0476, 'value': -1.797}, {'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}]",2025-02-24 08:39:00,改造,中,华南,电缆,老化,4192.49
TK002859,0,0.2268,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-05-12 13:32:00,保养,低,华南,变压器,老化,3701.46
TK002860,0,0.3675,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-06-30 15:24:00,巡检,中,西北,配电箱,机械故障,4094.86
TK002861,0,0.2943,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-02-17 08:14:00,抢修,中,西南,开关柜,老化,3716.92
TK002862,0,0.4097,0,0,"[{'feature': 'response_time', 'deviation': 2.015, 'importance': 0.0476, 'value': -2.015}, {'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}]",2025-02-15 14:50:00,巡检,低,华东,变压器,短路,643.04
TK002863,0,0.2857,0,0,"[{'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'equipment_age_months', 'deviation': 1.617, 'importance': 0.0476, 'value': -1.617}, {'feature': 'budget_limit', 'deviation': 1.568, 'importance': 0.0476, 'value': -1.568}]",2025-05-11 12:05:00,抢修,中,华南,配电箱,漏电,210.74
TK002864,0,0.0358,0,0,[],2025-11-22 08:16:00,巡检,中,华北,电缆,老化,3968.2
TK002865,0,0.3509,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-11-18 20:32:00,改造,高,华北,电缆,短路,4409.81
TK002866,0,0.1639,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}]",2025-09-08 14:52:00,保养,中,华中,电容器,短路,2761.3
