date,material_id,site_id,stock_on_hand,daily_consumed,daily_replenished
2025-06-27,MAT0015,SITE0009,1286,15,0
2025-06-28,MAT0015,SITE0009,1273,13,0
2025-06-29,MAT0015,SITE0009,1264,9,0
2025-06-30,MAT0015,SITE0009,1255,9,0
2025-07-01,MAT0015,SITE0009,1255,0,0
2025-07-02,MAT0015,SITE0009,1310,4,59
2025-07-03,MAT0015,SITE0009,1359,3,52
2025-07-04,MAT0015,SITE0009,1351,8,0
2025-07-05,MAT0015,SITE0009,1337,14,0
2025-07-06,MAT0015,SITE0009,1385,4,52
2025-07-07,MAT0015,SITE0009,1376,9,0
2025-07-08,MAT0015,SITE0009,1368,8,0
2025-07-09,MAT0015,SITE0009,1358,10,0
2025-07-10,MAT0015,SITE0009,1345,13,0
2025-07-11,MAT0015,SITE0009,1339,6,0
2025-07-12,MAT0015,SITE0009,1329,10,0
2025-07-13,MAT0015,SITE0009,1324,5,0
2025-07-14,MAT0015,SITE0009,1313,11,0
2025-07-15,MAT0015,SITE0009,1300,13,0
2025-07-16,MAT0015,SITE0009,1291,9,0
2025-07-17,MAT0015,SITE0009,1273,18,0
2025-07-18,MAT0015,SITE0009,1256,17,0
2025-07-19,MAT0015,SITE0009,1242,14,0
2025-07-20,MAT0015,SITE0009,1238,4,0
2025-07-21,MAT0015,SITE0009,1227,11,0
2025-07-22,MAT0015,SITE0009,1221,6,0
2025-07-23,MAT0015,SITE0009,1198,23,0
2025-07-24,MAT0015,SITE0009,1192,6,0
2025-07-25,MAT0015,SITE0009,1189,3,0
2025-07-26,MAT0015,SITE0009,1189,0,0
2025-07-27,MAT0015,SITE0009,1176,13,0
2025-07-28,MAT0015,SITE0009,1169,7,0
2025-07-29,MAT0015,SITE0009,1151,18,0
2025-07-30,MAT0015,SITE0009,1172,11,32
2025-07-31,MAT0015,SITE0009,1164,8,0
2025-08-01,MAT0015,SITE0009,1150,14,0
2025-08-02,MAT0015,SITE0009,1181,10,41
2025-08-03,MAT0015,SITE0009,1169,12,0
2025-08-04,MAT0015,SITE0009,1160,9,0
2025-08-05,MAT0015,SITE0009,1156,4,0
2025-08-06,MAT0015,SITE0009,1144,12,0
2025-08-07,MAT0015,SITE0009,1132,12,0
2025-08-08,MAT0015,SITE0009,1121,11,0
2025-08-09,MAT0015,SITE0009,1121,0,0
2025-08-10,MAT0015,SITE0009,1105,16,0
2025-08-11,MAT0015,SITE0009,1156,8,59
2025-08-12,MAT0015,SITE0009,1138,18,0
2025-08-13,MAT0015,SITE0009,1208,7,77
2025-08-14,MAT0015,SITE0009,1290,4,86
2025-08-15,MAT0015,SITE0009,1282,8,0
2025-08-16,MAT0015,SITE0009,1366,9,93
2025-08-17,MAT0015,SITE0009,1356,10,0
2025-08-18,MAT0015,SITE0009,1349,7,0
2025-08-19,MAT0015,SITE0009,1424,7,82
2025-08-20,MAT0015,SITE0009,1489,6,71
2025-08-21,MAT0015,SITE0009,1534,11,56
2025-08-22,MAT0015,SITE0009,1580,5,51
2025-08-23,MAT0015,SITE0009,1568,12,0
2025-08-24,MAT0015,SITE0009,1554,14,0
2025-08-25,MAT0015,SITE0009,1544,10,0
2025-08-26,MAT0015,SITE0009,1538,6,0
2025-08-27,MAT0015,SITE0009,1570,2,34
2025-08-28,MAT0015,SITE0009,1557,13,0
2025-08-29,MAT0015,SITE0009,1554,3,0
2025-08-30,MAT0015,SITE0009,1621,6,73
2025-08-31,MAT0015,SITE0009,1607,14,0
2025-09-01,MAT0015,SITE0009,1601,6,0
2025-09-02,MAT0015,SITE0009,1591,10,0
2025-09-03,MAT0015,SITE0009,1589,2,0
2025-09-04,MAT0015,SITE0009,1670,8,89
2025-09-05,MAT0015,SITE0009,1655,15,0
2025-09-06,MAT0015,SITE0009,1650,5,0
2025-09-07,MAT0015,SITE0009,1662,11,23
2025-09-08,MAT0015,SITE0009,1741,5,84
2025-09-09,MAT0015,SITE0009,1734,7,0
2025-09-10,MAT0015,SITE0009,1797,10,73
2025-09-11,MAT0015,SITE0009,1845,12,60
2025-09-12,MAT0015,SITE0009,1911,12,78
2025-09-13,MAT0015,SITE0009,1901,10,0
2025-09-14,MAT0015,SITE0009,1900,1,0
2025-09-15,MAT0015,SITE0009,1886,14,0
2025-09-16,MAT0015,SITE0009,1936,14,64
2025-09-17,MAT0015,SITE0009,1924,12,0
2025-09-18,MAT0015,SITE0009,1900,24,0
2025-09-19,MAT0015,SITE0009,1888,12,0
2025-09-20,MAT0015,SITE0009,1879,9,0
2025-09-21,MAT0015,SITE0009,1873,6,0
2025-09-22,MAT0015,SITE0009,1861,12,0
2025-09-23,MAT0015,SITE0009,1854,7,0
2025-09-24,MAT0015,SITE0009,1850,4,0
2025-09-25,MAT0015,SITE0009,1843,7,0
2025-09-26,MAT0015,SITE0009,1829,14,0
2025-09-27,MAT0015,SITE0009,1817,12,0
2025-09-28,MAT0015,SITE0009,1807,10,0
2025-09-29,MAT0015,SITE0009,1801,6,0
2025-09-30,MAT0015,SITE0009,1791,10,0
2025-10-01,MAT0015,SITE0009,1779,12,0
2025-10-02,MAT0015,SITE0009,1776,3,0
2025-10-03,MAT0015,SITE0009,1765,11,0
2025-10-04,MAT0015,SITE0009,1765,0,0
2025-10-05,MAT0015,SITE0009,1752,13,0
2025-10-06,MAT0015,SITE0009,1736,16,0
2025-10-07,MAT0015,SITE0009,1745,16,25
2025-10-08,MAT0015,SITE0009,1731,14,0
2025-10-09,MAT0015,SITE0009,1720,11,0
2025-10-10,MAT0015,SITE0009,1717,3,0
2025-10-11,MAT0015,SITE0009,1703,14,0
2025-10-12,MAT0015,SITE0009,1693,10,0
2025-10-13,MAT0015,SITE0009,1686,7,0
2025-10-14,MAT0015,SITE0009,1769,8,91
2025-10-15,MAT0015,SITE0009,1768,1,0
2025-10-16,MAT0015,SITE0009,1756,12,0
2025-10-17,MAT0015,SITE0009,1810,12,66
2025-10-18,MAT0015,SITE0009,1799,11,0
2025-10-19,MAT0015,SITE0009,1791,8,0
2025-10-20,MAT0015,SITE0009,1783,8,0
2025-10-21,MAT0015,SITE0009,1771,12,0
2025-10-22,MAT0015,SITE0009,1765,6,0
2025-10-23,MAT0015,SITE0009,1754,11,0
2025-10-24,MAT0015,SITE0009,1742,12,0
2025-10-25,MAT0015,SITE0009,1812,2,72
2025-10-26,MAT0015,SITE0009,1805,7,0
2025-10-27,MAT0015,SITE0009,1799,6,0
2025-10-28,MAT0015,SITE0009,1793,6,0
2025-10-29,MAT0015,SITE0009,1779,14,0
2025-10-30,MAT0015,SITE0009,1836,5,62
2025-10-31,MAT0015,SITE0009,1826,10,0
2025-11-01,MAT0015,SITE0009,1850,9,33
2025-11-02,MAT0015,SITE0009,1842,8,0
2025-11-03,MAT0015,SITE0009,1829,13,0
2025-11-04,MAT0015,SITE0009,1822,7,0
2025-11-05,MAT0015,SITE0009,1813,9,0
2025-11-06,MAT0015,SITE0009,1805,8,0
2025-11-07,MAT0015,SITE0009,1784,21,0
2025-11-08,MAT0015,SITE0009,1774,10,0
2025-11-09,MAT0015,SITE0009,1774,0,0
2025-11-10,MAT0015,SITE0009,1761,13,0
2025-11-11,MAT0015,SITE0009,1755,6,0
2025-11-12,MAT0015,SITE0009,1743,12,0
2025-11-13,MAT0015,SITE0009,1735,8,0
2025-11-14,MAT0015,SITE0009,1727,8,0
2025-11-15,MAT0015,SITE0009,1718,9,0
2025-11-16,MAT0015,SITE0009,1707,11,0
2025-11-17,MAT0015,SITE0009,1695,12,0
2025-11-18,MAT0015,SITE0009,1688,7,0
2025-11-19,MAT0015,SITE0009,1673,15,0
2025-11-20,MAT0015,SITE0009,1667,6,0
2025-11-21,MAT0015,SITE0009,1709,7,49
2025-11-22,MAT0015,SITE0009,1705,4,0
2025-11-23,MAT0015,SITE0009,1697,8,0
2025-11-24,MAT0015,SITE0009,1682,15,0
2025-11-25,MAT0015,SITE0009,1669,13,0
2025-11-26,MAT0015,SITE0009,1658,11,0
2025-11-27,MAT0015,SITE0009,1655,3,0
2025-11-28,MAT0015,SITE0009,1636,19,0
2025-11-29,MAT0015,SITE0009,1628,8,0
2025-11-30,MAT0015,SITE0009,1615,13,0
2025-12-01,MAT0015,SITE0009,1607,8,0
2025-12-02,MAT0015,SITE0009,1598,9,0
2025-12-03,MAT0015,SITE0009,1588,10,0
2025-12-04,MAT0015,SITE0009,1585,3,0
2025-12-05,MAT0015,SITE0009,1656,13,84
2025-12-06,MAT0015,SITE0009,1652,4,0
2025-12-07,MAT0015,SITE0009,1719,4,71
2025-12-08,MAT0015,SITE0009,1712,7,0
2025-12-09,MAT0015,SITE0009,1712,0,0
2025-12-10,MAT0015,SITE0009,1709,3,0
2025-12-11,MAT0015,SITE0009,1730,9,30
2025-12-12,MAT0015,SITE0009,1725,5,0
2025-12-13,MAT0015,SITE0009,1814,8,97
2025-12-14,MAT0015,SITE0009,1800,14,0
2025-12-15,MAT0015,SITE0009,1789,11,0
2025-12-16,MAT0015,SITE0009,1780,9,0
2025-12-17,MAT0015,SITE0009,1853,9,82
2025-12-18,MAT0015,SITE0009,1842,11,0
2025-12-19,MAT0015,SITE0009,1898,14,70
2025-12-20,MAT0015,SITE0009,1892,6,0
2025-12-21,MAT0015,SITE0009,1882,10,0
2025-12-22,MAT0015,SITE0009,1867,15,0
2025-12-23,MAT0015,SITE0009,1858,9,0
2025-12-24,MAT0015,SITE0009,1858,0,0
2025-12-25,MAT0015,SITE0009,1858,0,0
2025-12-26,MAT0015,SITE0009,1847,11,0
2025-12-27,MAT0015,SITE0009,1838,9,0
2025-12-28,MAT0015,SITE0009,1820,18,0
2025-12-29,MAT0015,SITE0009,1911,5,96
2025-12-30,MAT0015,SITE0009,1904,7,0
2025-12-31,MAT0015,SITE0009,1897,7,0
2025-01-01,MAT0016,SITE0009,328,7,0
2025-01-02,MAT0016,SITE0009,309,19,0
2025-01-03,MAT0016,SITE0009,298,11,0
2025-01-04,MAT0016,SITE0009,292,6,0
2025-01-05,MAT0016,SITE0009,323,10,41
2025-01-06,MAT0016,SITE0009,303,20,0
2025-01-07,MAT0016,SITE0009,290,13,0
2025-01-08,MAT0016,SITE0009,290,0,0
2025-01-09,MAT0016,SITE0009,284,6,0
2025-01-10,MAT0016,SITE0009,275,9,0
2025-01-11,MAT0016,SITE0009,271,4,0
2025-01-12,MAT0016,SITE0009,254,17,0
2025-01-13,MAT0016,SITE0009,295,17,58
2025-01-14,MAT0016,SITE0009,282,13,0
2025-01-15,MAT0016,SITE0009,319,7,44
2025-01-16,MAT0016,SITE0009,306,13,0
2025-01-17,MAT0016,SITE0009,362,12,68
2025-01-18,MAT0016,SITE0009,355,7,0
2025-01-19,MAT0016,SITE0009,364,15,24
2025-01-20,MAT0016,SITE0009,437,7,80
2025-01-21,MAT0016,SITE0009,437,0,0
2025-01-22,MAT0016,SITE0009,426,11,0
2025-01-23,MAT0016,SITE0009,484,16,74
2025-01-24,MAT0016,SITE0009,482,2,0
2025-01-25,MAT0016,SITE0009,525,12,55
2025-01-26,MAT0016,SITE0009,522,3,0
2025-01-27,MAT0016,SITE0009,509,13,0
2025-01-28,MAT0016,SITE0009,497,12,0
2025-01-29,MAT0016,SITE0009,563,13,79
2025-01-30,MAT0016,SITE0009,576,15,28
2025-01-31,MAT0016,SITE0009,568,8,0
2025-02-01,MAT0016,SITE0009,553,15,0
2025-02-02,MAT0016,SITE0009,546,7,0
2025-02-03,MAT0016,SITE0009,578,9,41
2025-02-04,MAT0016,SITE0009,571,7,0
2025-02-05,MAT0016,SITE0009,562,9,0
2025-02-06,MAT0016,SITE0009,562,0,0
2025-02-07,MAT0016,SITE0009,559,3,0
2025-02-08,MAT0016,SITE0009,553,6,0
2025-02-09,MAT0016,SITE0009,579,19,45
2025-02-10,MAT0016,SITE0009,661,13,95
2025-02-11,MAT0016,SITE0009,643,18,0
2025-02-12,MAT0016,SITE0009,686,15,58
2025-02-13,MAT0016,SITE0009,713,13,40
2025-02-14,MAT0016,SITE0009,706,7,0
2025-02-15,MAT0016,SITE0009,692,14,0
2025-02-16,MAT0016,SITE0009,689,3,0
2025-02-17,MAT0016,SITE0009,684,5,0
2025-02-18,MAT0016,SITE0009,752,17,85
2025-02-19,MAT0016,SITE0009,743,9,0
2025-02-20,MAT0016,SITE0009,733,10,0
2025-02-21,MAT0016,SITE0009,719,14,0
2025-02-22,MAT0016,SITE0009,710,9,0
2025-02-23,MAT0016,SITE0009,706,4,0
2025-02-24,MAT0016,SITE0009,695,11,0
2025-02-25,MAT0016,SITE0009,677,18,0
2025-02-26,MAT0016,SITE0009,668,9,0
2025-02-27,MAT0016,SITE0009,662,6,0
2025-02-28,MAT0016,SITE0009,643,19,0
2025-03-01,MAT0016,SITE0009,729,5,91
2025-03-02,MAT0016,SITE0009,723,6,0
2025-03-03,MAT0016,SITE0009,716,7,0
2025-03-04,MAT0016,SITE0009,716,0,0
2025-03-05,MAT0016,SITE0009,787,6,77
2025-03-06,MAT0016,SITE0009,877,6,96
2025-03-07,MAT0016,SITE0009,942,13,78
2025-03-08,MAT0016,SITE0009,937,5,0
2025-03-09,MAT0016,SITE0009,976,16,55
2025-03-10,MAT0016,SITE0009,968,8,0
2025-03-11,MAT0016,SITE0009,1043,7,82
2025-03-12,MAT0016,SITE0009,1031,12,0
2025-03-13,MAT0016,SITE0009,1047,12,28
2025-03-14,MAT0016,SITE0009,1029,18,0
2025-03-15,MAT0016,SITE0009,1088,11,70
2025-03-16,MAT0016,SITE0009,1080,8,0
2025-03-17,MAT0016,SITE0009,1065,15,0
2025-03-18,MAT0016,SITE0009,1052,13,0
2025-03-19,MAT0016,SITE0009,1038,14,0
2025-03-20,MAT0016,SITE0009,1026,12,0
2025-03-21,MAT0016,SITE0009,1018,8,0
2025-03-22,MAT0016,SITE0009,1012,6,0
2025-03-23,MAT0016,SITE0009,1006,6,0
2025-03-24,MAT0016,SITE0009,994,12,0
2025-03-25,MAT0016,SITE0009,984,10,0
2025-03-26,MAT0016,SITE0009,972,12,0
2025-03-27,MAT0016,SITE0009,964,8,0
2025-03-28,MAT0016,SITE0009,1041,9,86
2025-03-29,MAT0016,SITE0009,1028,13,0
2025-03-30,MAT0016,SITE0009,1018,10,0
2025-03-31,MAT0016,SITE0009,1011,7,0
2025-04-01,MAT0016,SITE0009,1011,0,0
2025-04-02,MAT0016,SITE0009,1087,12,88
2025-04-03,MAT0016,SITE0009,1078,9,0
2025-04-04,MAT0016,SITE0009,1068,10,0
2025-04-05,MAT0016,SITE0009,1060,8,0
2025-04-06,MAT0016,SITE0009,1058,2,0
2025-04-07,MAT0016,SITE0009,1043,15,0
2025-04-08,MAT0016,SITE0009,1023,20,0
2025-04-09,MAT0016,SITE0009,1012,11,0
2025-04-10,MAT0016,SITE0009,1006,6,0
2025-04-11,MAT0016,SITE0009,996,10,0
2025-04-12,MAT0016,SITE0009,984,12,0
2025-04-13,MAT0016,SITE0009,976,8,0
2025-04-14,MAT0016,SITE0009,976,0,0
2025-04-15,MAT0016,SITE0009,967,9,0
2025-04-16,MAT0016,SITE0009,965,2,0
2025-04-17,MAT0016,SITE0009,958,7,0
2025-04-18,MAT0016,SITE0009,948,10,0
2025-04-19,MAT0016,SITE0009,931,17,0
2025-04-20,MAT0016,SITE0009,917,14,0
2025-04-21,MAT0016,SITE0009,914,3,0
2025-04-22,MAT0016,SITE0009,929,7,22
2025-04-23,MAT0016,SITE0009,924,5,0
2025-04-24,MAT0016,SITE0009,913,11,0
2025-04-25,MAT0016,SITE0009,904,9,0
2025-04-26,MAT0016,SITE0009,887,17,0
2025-04-27,MAT0016,SITE0009,880,7,0
2025-04-28,MAT0016,SITE0009,878,2,0
2025-04-29,MAT0016,SITE0009,938,11,71
2025-04-30,MAT0016,SITE0009,926,12,0
2025-05-01,MAT0016,SITE0009,951,9,34
2025-05-02,MAT0016,SITE0009,936,15,0
2025-05-03,MAT0016,SITE0009,1003,9,76
2025-05-04,MAT0016,SITE0009,1080,14,91
2025-05-05,MAT0016,SITE0009,1071,9,0
2025-05-06,MAT0016,SITE0009,1054,17,0
2025-05-07,MAT0016,SITE0009,1052,2,0
2025-05-08,MAT0016,SITE0009,1039,13,0
2025-05-09,MAT0016,SITE0009,1026,13,0
2025-05-10,MAT0016,SITE0009,1023,3,0
2025-05-11,MAT0016,SITE0009,1008,15,0
2025-05-12,MAT0016,SITE0009,1004,4,0
2025-05-13,MAT0016,SITE0009,997,7,0
2025-05-14,MAT0016,SITE0009,980,17,0
2025-05-15,MAT0016,SITE0009,969,11,0
2025-05-16,MAT0016,SITE0009,960,9,0
2025-05-17,MAT0016,SITE0009,1025,11,76
2025-05-18,MAT0016,SITE0009,1009,16,0
2025-05-19,MAT0016,SITE0009,1000,9,0
2025-05-20,MAT0016,SITE0009,988,12,0
2025-05-21,MAT0016,SITE0009,977,11,0
2025-05-22,MAT0016,SITE0009,1067,9,99
2025-05-23,MAT0016,SITE0009,1062,5,0
2025-05-24,MAT0016,SITE0009,1144,11,93
2025-05-25,MAT0016,SITE0009,1141,3,0
2025-05-26,MAT0016,SITE0009,1197,20,76
2025-05-27,MAT0016,SITE0009,1180,17,0
2025-05-28,MAT0016,SITE0009,1210,12,42
2025-05-29,MAT0016,SITE0009,1195,15,0
2025-05-30,MAT0016,SITE0009,1187,8,0
2025-05-31,MAT0016,SITE0009,1179,8,0
2025-06-01,MAT0016,SITE0009,1166,13,0
2025-06-02,MAT0016,SITE0009,1158,8,0
2025-06-03,MAT0016,SITE0009,1150,8,0
2025-06-04,MAT0016,SITE0009,1134,16,0
2025-06-05,MAT0016,SITE0009,1127,7,0
2025-06-06,MAT0016,SITE0009,1117,10,0
2025-06-07,MAT0016,SITE0009,1110,7,0
2025-06-08,MAT0016,SITE0009,1091,19,0
2025-06-09,MAT0016,SITE0009,1081,10,0
2025-06-10,MAT0016,SITE0009,1081,0,0
2025-06-11,MAT0016,SITE0009,1075,6,0
2025-06-12,MAT0016,SITE0009,1061,14,0
2025-06-13,MAT0016,SITE0009,1080,19,38
2025-06-14,MAT0016,SITE0009,1063,17,0
2025-06-15,MAT0016,SITE0009,1055,8,0
2025-06-16,MAT0016,SITE0009,1064,17,26
2025-06-17,MAT0016,SITE0009,1046,18,0
2025-06-18,MAT0016,SITE0009,1046,0,0
2025-06-19,MAT0016,SITE0009,1041,5,0
2025-06-20,MAT0016,SITE0009,1130,11,100
2025-06-21,MAT0016,SITE0009,1119,11,0
2025-06-22,MAT0016,SITE0009,1109,10,0
2025-06-23,MAT0016,SITE0009,1108,1,0
2025-06-24,MAT0016,SITE0009,1104,4,0
2025-06-25,MAT0016,SITE0009,1103,1,0
2025-06-26,MAT0016,SITE0009,1085,18,0
2025-06-27,MAT0016,SITE0009,1077,8,0
2025-06-28,MAT0016,SITE0009,1070,7,0
2025-06-29,MAT0016,SITE0009,1090,7,27
2025-06-30,MAT0016,SITE0009,1174,11,95
2025-07-01,MAT0016,SITE0009,1210,7,43
2025-07-02,MAT0016,SITE0009,1200,10,0
2025-07-03,MAT0016,SITE0009,1258,11,69
2025-07-04,MAT0016,SITE0009,1250,8,0
2025-07-05,MAT0016,SITE0009,1245,5,0
2025-07-06,MAT0016,SITE0009,1307,10,72
2025-07-07,MAT0016,SITE0009,1299,8,0
2025-07-08,MAT0016,SITE0009,1288,11,0
2025-07-09,MAT0016,SITE0009,1320,12,44
2025-07-10,MAT0016,SITE0009,1311,9,0
2025-07-11,MAT0016,SITE0009,1309,2,0
2025-07-12,MAT0016,SITE0009,1291,18,0
2025-07-13,MAT0016,SITE0009,1275,16,0
2025-07-14,MAT0016,SITE0009,1263,12,0
2025-07-15,MAT0016,SITE0009,1253,10,0
2025-07-16,MAT0016,SITE0009,1272,14,33
2025-07-17,MAT0016,SITE0009,1261,11,0
2025-07-18,MAT0016,SITE0009,1338,11,88
2025-07-19,MAT0016,SITE0009,1334,4,0
2025-07-20,MAT0016,SITE0009,1318,16,0
2025-07-21,MAT0016,SITE0009,1318,0,0
2025-07-22,MAT0016,SITE0009,1295,23,0
2025-07-23,MAT0016,SITE0009,1287,8,0
2025-07-24,MAT0016,SITE0009,1279,8,0
2025-07-25,MAT0016,SITE0009,1322,7,50
2025-07-26,MAT0016,SITE0009,1309,13,0
2025-07-27,MAT0016,SITE0009,1300,9,0
2025-07-28,MAT0016,SITE0009,1286,14,0
2025-07-29,MAT0016,SITE0009,1278,8,0
2025-07-30,MAT0016,SITE0009,1348,0,70
2025-07-31,MAT0016,SITE0009,1334,14,0
2025-08-01,MAT0016,SITE0009,1322,12,0
2025-08-02,MAT0016,SITE0009,1314,8,0
2025-08-03,MAT0016,SITE0009,1308,6,0
2025-08-04,MAT0016,SITE0009,1299,9,0
2025-08-05,MAT0016,SITE0009,1294,5,0
2025-08-06,MAT0016,SITE0009,1283,11,0
2025-08-07,MAT0016,SITE0009,1268,15,0
2025-08-08,MAT0016,SITE0009,1357,6,95
2025-08-09,MAT0016,SITE0009,1338,19,0
2025-08-10,MAT0016,SITE0009,1322,16,0
2025-08-11,MAT0016,SITE0009,1314,8,0
2025-08-12,MAT0016,SITE0009,1360,10,56
2025-08-13,MAT0016,SITE0009,1437,13,90
2025-08-14,MAT0016,SITE0009,1428,9,0
2025-08-15,MAT0016,SITE0009,1409,19,0
2025-08-16,MAT0016,SITE0009,1396,13,0
2025-08-17,MAT0016,SITE0009,1391,5,0
2025-08-18,MAT0016,SITE0009,1462,16,87
2025-08-19,MAT0016,SITE0009,1457,5,0
2025-08-20,MAT0016,SITE0009,1450,7,0
2025-08-21,MAT0016,SITE0009,1441,9,0
2025-08-22,MAT0016,SITE0009,1430,11,0
2025-08-23,MAT0016,SITE0009,1425,5,0
2025-08-24,MAT0016,SITE0009,1512,4,91
2025-08-25,MAT0016,SITE0009,1508,4,0
2025-08-26,MAT0016,SITE0009,1575,11,78
2025-08-27,MAT0016,SITE0009,1566,9,0
2025-08-28,MAT0016,SITE0009,1550,16,0
2025-08-29,MAT0016,SITE0009,1568,6,24
2025-08-30,MAT0016,SITE0009,1653,9,94
2025-08-31,MAT0016,SITE0009,1641,12,0
2025-09-01,MAT0016,SITE0009,1718,9,86
2025-09-02,MAT0016,SITE0009,1715,3,0
2025-09-03,MAT0016,SITE0009,1786,23,94
2025-09-04,MAT0016,SITE0009,1778,8,0
2025-09-05,MAT0016,SITE0009,1846,8,76
2025-09-06,MAT0016,SITE0009,1836,10,0
2025-09-07,MAT0016,SITE0009,1831,5,0
2025-09-08,MAT0016,SITE0009,1818,13,0
2025-09-09,MAT0016,SITE0009,1810,8,0
2025-09-10,MAT0016,SITE0009,1810,0,0
2025-09-11,MAT0016,SITE0009,1799,11,0
2025-09-12,MAT0016,SITE0009,1796,3,0
2025-09-13,MAT0016,SITE0009,1783,13,0
2025-09-14,MAT0016,SITE0009,1817,11,45
2025-09-15,MAT0016,SITE0009,1803,14,0
2025-09-16,MAT0016,SITE0009,1797,6,0
2025-09-17,MAT0016,SITE0009,1784,13,0
2025-09-18,MAT0016,SITE0009,1776,8,0
2025-09-19,MAT0016,SITE0009,1834,8,66
2025-09-20,MAT0016,SITE0009,1865,5,36
2025-09-21,MAT0016,SITE0009,1852,13,0
2025-09-22,MAT0016,SITE0009,1834,18,0
2025-09-23,MAT0016,SITE0009,1818,16,0
2025-09-24,MAT0016,SITE0009,1804,14,0
2025-09-25,MAT0016,SITE0009,1804,0,0
2025-09-26,MAT0016,SITE0009,1790,14,0
2025-09-27,MAT0016,SITE0009,1774,16,0
2025-09-28,MAT0016,SITE0009,1761,13,0
2025-09-29,MAT0016,SITE0009,1752,9,0
2025-09-30,MAT0016,SITE0009,1742,10,0
2025-10-01,MAT0016,SITE0009,1731,11,0
2025-10-02,MAT0016,SITE0009,1725,6,0
2025-10-03,MAT0016,SITE0009,1722,3,0
2025-10-04,MAT0016,SITE0009,1713,9,0
2025-10-05,MAT0016,SITE0009,1691,22,0
2025-10-06,MAT0016,SITE0009,1677,14,0
2025-10-07,MAT0016,SITE0009,1667,10,0
2025-10-08,MAT0016,SITE0009,1664,3,0
2025-10-09,MAT0016,SITE0009,1652,12,0
2025-10-10,MAT0016,SITE0009,1662,14,24
2025-10-11,MAT0016,SITE0009,1655,7,0
2025-10-12,MAT0016,SITE0009,1647,8,0
2025-10-13,MAT0016,SITE0009,1630,17,0
2025-10-14,MAT0016,SITE0009,1627,3,0
2025-10-15,MAT0016,SITE0009,1704,0,77
2025-10-16,MAT0016,SITE0009,1693,11,0
2025-10-17,MAT0016,SITE0009,1686,7,0
2025-10-18,MAT0016,SITE0009,1671,15,0
2025-10-19,MAT0016,SITE0009,1709,7,45
2025-10-20,MAT0016,SITE0009,1709,0,0
2025-10-21,MAT0016,SITE0009,1706,3,0
2025-10-22,MAT0016,SITE0009,1701,5,0
2025-10-23,MAT0016,SITE0009,1691,10,0
2025-10-24,MAT0016,SITE0009,1780,10,99
2025-10-25,MAT0016,SITE0009,1771,9,0
2025-10-26,MAT0016,SITE0009,1766,5,0
2025-10-27,MAT0016,SITE0009,1757,9,0
2025-10-28,MAT0016,SITE0009,1743,14,0
2025-10-29,MAT0016,SITE0009,1738,5,0
2025-10-30,MAT0016,SITE0009,1812,7,81
2025-10-31,MAT0016,SITE0009,1808,4,0
2025-11-01,MAT0016,SITE0009,1806,2,0
2025-11-02,MAT0016,SITE0009,1800,6,0
2025-11-03,MAT0016,SITE0009,1883,9,92
2025-11-04,MAT0016,SITE0009,1867,16,0
2025-11-05,MAT0016,SITE0009,1859,8,0
2025-11-06,MAT0016,SITE0009,1845,14,0
2025-11-07,MAT0016,SITE0009,1833,12,0
2025-11-08,MAT0016,SITE0009,1822,11,0
2025-11-09,MAT0016,SITE0009,1815,7,0
2025-11-10,MAT0016,SITE0009,1863,11,59
2025-11-11,MAT0016,SITE0009,1854,9,0
2025-11-12,MAT0016,SITE0009,1840,14,0
2025-11-13,MAT0016,SITE0009,1897,20,77
2025-11-14,MAT0016,SITE0009,1885,12,0
2025-11-15,MAT0016,SITE0009,1876,9,0
2025-11-16,MAT0016,SITE0009,1867,9,0
2025-11-17,MAT0016,SITE0009,1890,4,27
2025-11-18,MAT0016,SITE0009,1899,17,26
2025-11-19,MAT0016,SITE0009,1891,8,0
2025-11-20,MAT0016,SITE0009,1970,10,89
2025-11-21,MAT0016,SITE0009,1959,11,0
2025-11-22,MAT0016,SITE0009,1950,9,0
2025-11-23,MAT0016,SITE0009,1934,16,0
2025-11-24,MAT0016,SITE0009,1971,6,43
2025-11-25,MAT0016,SITE0009,1961,10,0
2025-11-26,MAT0016,SITE0009,1949,12,0
2025-11-27,MAT0016,SITE0009,1936,13,0
2025-11-28,MAT0016,SITE0009,2002,6,72
2025-11-29,MAT0016,SITE0009,1995,7,0
2025-11-30,MAT0016,SITE0009,1983,12,0
2025-12-01,MAT0016,SITE0009,1979,4,0
2025-12-02,MAT0016,SITE0009,2048,6,75
2025-12-03,MAT0016,SITE0009,2100,16,68
2025-12-04,MAT0016,SITE0009,2091,9,0
2025-12-05,MAT0016,SITE0009,2072,19,0
2025-12-06,MAT0016,SITE0009,2053,19,0
2025-12-07,MAT0016,SITE0009,2040,13,0
2025-12-08,MAT0016,SITE0009,2037,3,0
2025-12-09,MAT0016,SITE0009,2104,8,75
2025-12-10,MAT0016,SITE0009,2095,9,0
2025-12-11,MAT0016,SITE0009,2092,3,0
2025-12-12,MAT0016,SITE0009,2082,10,0
2025-12-13,MAT0016,SITE0009,2074,8,0
2025-12-14,MAT0016,SITE0009,2062,12,0
2025-12-15,MAT0016,SITE0009,2084,12,34
2025-12-16,MAT0016,SITE0009,2076,8,0
2025-12-17,MAT0016,SITE0009,2064,12,0
2025-12-18,MAT0016,SITE0009,2057,7,0
2025-12-19,MAT0016,SITE0009,2103,17,63
