ticket_id,created_at,ticket_type,priority,sla_minutes,region,site_id,equipment_id,equipment_type,equipment_model,fault_category,fault_subcategory,fault_description,severity,equipment_age_months,last_fault_at,dispatched_at,accepted_at,arrived_at,repair_started_at,repair_finished_at,inspected_at,accepted_by_customer_at,closed_at,status_history,technician_id,team_id,technician_level,technician_workload_today,total_cost,budget_limit,is_warranty,photo_count,report_uploaded,customer_signature,attachment_count,photo_taken_at,is_reopened,reopen_within_days,customer_complaint,customer_satisfaction,qc_audit_result
TK003036,2025-01-14 09:20:00,抢修,高,240,西北,SITE0014,EQ00142,配电箱,Model-A996,电气故障,电气故障-5,配电箱出现电气故障问题,轻微,78,2024-03-12 09:20:00,2025-01-14 10:15:00,2025-01-14 10:31:00,2025-01-14 12:04:00,2025-01-14 12:33:00,2025-01-14 17:45:00,,2025-01-14 18:35:00,2025-01-14 18:48:00,"[{'ts': '2025-01-14T09:20:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-01-14T10:15:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0010'}, {'ts': '2025-01-14T12:04:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0001'}, {'ts': '2025-01-14T17:45:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0016'}, {'ts': '2025-01-14T18:48:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0017,TEAM04,高,7,4559.09,6734.04,True,10,False,True,7,['2025-01-14T09:20:00'],False,,True,,合规
TK003037,2025-02-19 12:48:00,抢修,高,240,西南,SITE0028,EQ00157,电容器,Model-A269,老化,老化-5,电容器出现老化问题,一般,86,,2025-02-19 13:34:00,2025-02-19 14:00:00,2025-02-19 14:10:00,2025-02-19 14:37:00,2025-02-19 17:22:00,,2025-02-19 17:39:00,2025-02-19 17:59:00,"[{'ts': '2025-02-19T12:48:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-02-19T13:34:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0007'}, {'ts': '2025-02-19T14:10:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0001'}, {'ts': '2025-02-19T17:22:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0019'}, {'ts': '2025-02-19T17:59:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0013,TEAM01,初,5,372.73,433.75,False,7,False,True,1,['2025-02-19T12:48:00'],False,,False,4.0,不合规
TK003038,2025-07-08 10:21:00,巡检,低,1440,西北,SITE0022,EQ00086,配电箱,Model-F296,过热,过热-2,配电箱出现过热问题,一般,35,,2025-07-08 11:10:00,2025-07-08 11:27:00,2025-07-08 11:47:00,2025-07-08 12:09:00,2025-07-08 16:38:00,2025-07-08 16:55:00,2025-07-08 18:07:00,2025-07-08 18:15:00,"[{'ts': '2025-07-08T10:21:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-07-08T11:10:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0015'}, {'ts': '2025-07-08T11:47:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0017'}, {'ts': '2025-07-08T16:38:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0009'}, {'ts': '2025-07-08T18:15:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0012,TEAM05,中,1,286.26,392.8,False,12,True,True,6,['2025-07-08T10:21:00'],False,,False,4.0,待审
TK003039,2025-03-27 07:46:00,抢修,中,480,华北,SITE0010,EQ00194,发电机,Model-C660,机械故障,机械故障-2,发电机出现机械故障问题,严重,86,2024-11-30 07:46:00,2025-03-27 08:14:00,2025-03-27 08:37:00,2025-03-27 08:55:00,2025-03-27 09:10:00,2025-03-27 15:18:00,,,2025-03-27 16:41:00,"[{'ts': '2025-03-27T07:46:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-03-27T08:14:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0001'}, {'ts': '2025-03-27T08:55:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0001'}, {'ts': '2025-03-27T15:18:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0012'}, {'ts': '2025-03-27T16:41:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0002,TEAM03,初,3,1705.52,2729.1,False,6,True,True,10,['2025-03-27T07:46:00'],False,,False,5.0,合规
TK003040,2025-11-30 10:09:00,巡检,中,480,华北,SITE0027,EQ00078,开关柜,Model-F594,短路,短路-1,开关柜出现短路问题,轻微,62,2025-03-13 10:09:00,2025-11-30 10:21:00,2025-11-30 10:27:00,2025-11-30 10:50:00,2025-11-30 11:19:00,2025-11-30 16:48:00,,2025-11-30 17:24:00,2025-11-30 17:42:00,"[{'ts': '2025-11-30T10:09:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-11-30T10:21:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0019'}, {'ts': '2025-11-30T10:50:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0008'}, {'ts': '2025-11-30T16:48:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0015'}, {'ts': '2025-11-30T17:42:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0004,TEAM02,高,8,2659.4,3093.41,False,7,True,True,7,['2025-11-30T10:09:00'],False,,False,3.0,合规
TK003041,2025-10-20 17:35:00,巡检,中,480,西南,SITE0009,EQ00051,开关柜,Model-D609,机械故障,机械故障-1,开关柜出现机械故障问题,一般,45,2025-08-06 17:35:00,2025-10-20 18:16:00,2025-10-20 18:43:00,2025-10-20 20:13:00,2025-10-20 20:39:00,2025-10-21 04:06:00,,2025-10-21 05:23:00,2025-10-21 05:35:00,"[{'ts': '2025-10-20T17:35:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-10-20T18:16:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0015'}, {'ts': '2025-10-20T20:13:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0010'}, {'ts': '2025-10-21T04:06:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0012'}, {'ts': '2025-10-21T05:35:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0007,TEAM05,中,4,3020.44,4045.27,False,2,True,True,6,['2025-10-20T17:35:00'],False,,False,,合规
TK003042,2025-02-03 17:34:00,抢修,低,1440,西南,SITE0010,EQ00142,电容器,Model-D262,老化,老化-3,电容器出现老化问题,一般,102,2024-06-29 17:34:00,2025-02-03 18:19:00,2025-02-03 18:49:00,2025-02-03 20:27:00,2025-02-03 20:56:00,2025-02-04 02:45:00,,2025-02-04 04:17:00,2025-02-04 04:36:00,"[{'ts': '2025-02-03T17:34:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-02-03T18:19:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0012'}, {'ts': '2025-02-03T20:27:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0014'}, {'ts': '2025-02-04T02:45:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0014'}, {'ts': '2025-02-04T04:36:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0009,TEAM01,初,8,122.2,173.26,False,17,True,True,8,['2025-02-03T17:34:00'],False,,False,3.0,合规
TK003043,2025-07-24 18:11:00,抢修,中,480,西南,SITE0023,EQ00042,变压器,Model-E901,电气故障,电气故障-3,变压器出现电气故障问题,一般,65,,2025-07-24 19:04:00,2025-07-24 19:20:00,2025-07-24 20:09:00,2025-07-24 20:19:00,2025-07-24 21:52:00,2025-07-24 22:17:00,2025-07-24 22:03:00,2025-07-24 22:18:00,"[{'ts': '2025-07-24T18:11:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-07-24T19:04:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0018'}, {'ts': '2025-07-24T20:09:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0016'}, {'ts': '2025-07-24T21:52:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0015'}, {'ts': '2025-07-24T22:18:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0004,TEAM01,中,6,1593.84,2349.19,True,6,True,True,5,['2025-07-24T18:11:00'],False,,False,2.0,待审
TK003044,2025-01-20 16:19:00,保养,中,480,华中,SITE0005,EQ00096,电缆,Model-B934,电气故障,电气故障-3,电缆出现电气故障问题,严重,92,,2025-01-20 17:18:00,2025-01-20 17:41:00,2025-01-20 19:09:00,2025-01-20 19:19:00,2025-01-21 00:14:00,,2025-01-21 01:34:00,2025-01-21 01:42:00,"[{'ts': '2025-01-20T16:19:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-01-20T17:18:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0020'}, {'ts': '2025-01-20T19:09:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0016'}, {'ts': '2025-01-21T00:14:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0012'}, {'ts': '2025-01-21T01:42:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0013,TEAM05,高,7,928.01,1206.38,True,9,False,True,0,['2025-01-20T16:19:00'],False,,False,2.0,合规
TK003045,2025-08-11 09:34:00,巡检,低,1440,华中,SITE0020,EQ00111,发电机,Model-B396,环境损坏,环境损坏-2,发电机出现环境损坏问题,一般,31,,2025-08-11 09:40:00,2025-08-11 10:06:00,2025-08-11 11:30:00,2025-08-11 11:51:00,2025-08-11 17:05:00,2025-08-11 17:15:00,2025-08-11 18:01:00,2025-08-11 18:11:00,"[{'ts': '2025-08-11T09:34:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-08-11T09:40:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0008'}, {'ts': '2025-08-11T11:30:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0020'}, {'ts': '2025-08-11T17:05:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0009'}, {'ts': '2025-08-11T18:11:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0011,TEAM03,中,3,3541.33,5975.58,False,5,True,True,1,['2025-08-11T09:34:00'],False,,False,,合规
TK003046,2025-09-17 19:01:00,抢修,低,1440,华南,SITE0005,EQ00118,变压器,Model-C724,电气故障,电气故障-5,变压器出现电气故障问题,严重,89,2025-04-28 19:01:00,2025-09-17 19:07:00,2025-09-17 19:36:00,2025-09-17 20:26:00,2025-09-17 20:41:00,2025-09-18 03:20:00,2025-09-18 03:38:00,,2025-09-18 04:59:00,"[{'ts': '2025-09-17T19:01:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-09-17T19:07:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0002'}, {'ts': '2025-09-17T20:26:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0007'}, {'ts': '2025-09-18T03:20:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0007'}, {'ts': '2025-09-18T04:59:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0018,TEAM04,中,6,639.39,1017.55,False,7,True,True,9,['2025-09-17T19:01:00'],False,,False,3.0,待审
TK003047,2025-07-24 13:43:00,抢修,低,1440,华中,SITE0030,EQ00017,发电机,Model-A937,过热,过热-1,发电机出现过热问题,严重,41,,2025-07-24 14:23:00,2025-07-24 14:53:00,2025-07-24 16:29:00,2025-07-24 16:41:00,2025-07-25 00:12:00,2025-07-25 00:39:00,2025-07-25 01:22:00,2025-07-25 01:39:00,"[{'ts': '2025-07-24T13:43:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-07-24T14:23:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0009'}, {'ts': '2025-07-24T16:29:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0017'}, {'ts': '2025-07-25T00:12:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0016'}, {'ts': '2025-07-25T01:39:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}, {'ts': '2025-07-28T01:39:00', 'from': '已关闭', 'to': '已重开', 'actor': '客户'}]",TECH0012,TEAM02,持证,5,856.74,1228.28,True,17,True,True,0,['2025-07-24T13:43:00'],True,6.0,False,5.0,合规
TK003048,2025-04-14 18:11:00,巡检,低,1440,西北,SITE0024,EQ00176,开关柜,Model-A181,漏电,漏电-2,开关柜出现漏电问题,轻微,53,,2025-04-14 18:44:00,2025-04-14 18:58:00,2025-04-14 19:11:00,2025-04-14 19:18:00,2025-04-15 02:58:00,,2025-04-15 03:23:00,2025-04-15 03:35:00,"[{'ts': '2025-04-14T18:11:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-14T18:44:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0020'}, {'ts': '2025-04-14T19:11:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0020'}, {'ts': '2025-04-15T02:58:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0019'}, {'ts': '2025-04-15T03:35:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0006,TEAM03,持证,4,4943.26,6055.04,False,5,True,True,3,['2025-04-14T18:11:00'],False,,False,2.0,待审
TK003049,2025-06-17 09:44:00,保养,高,240,华北,SITE0024,EQ00140,电容器,Model-D465,短路,短路-4,电容器出现短路问题,轻微,78,,2025-06-17 10:38:00,2025-06-17 11:06:00,2025-06-17 12:15:00,2025-06-17 12:26:00,2025-06-17 16:55:00,2025-06-17 17:12:00,,2025-06-17 18:37:00,"[{'ts': '2025-06-17T09:44:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-06-17T10:38:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0007'}, {'ts': '2025-06-17T12:15:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0006'}, {'ts': '2025-06-17T16:55:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0005'}, {'ts': '2025-06-17T18:37:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0001,TEAM04,中,7,2645.11,3582.24,False,13,True,True,8,['2025-06-17T09:44:00'],False,,False,2.0,待审
TK003050,2025-05-13 19:34:00,改造,低,1440,华南,SITE0028,EQ00051,电缆,Model-A360,机械故障,机械故障-3,电缆出现机械故障问题,严重,12,2024-11-16 19:34:00,2025-05-13 20:24:00,2025-05-13 20:36:00,2025-05-13 21:51:00,2025-05-13 22:21:00,2025-05-14 03:55:00,2025-05-14 04:07:00,2025-05-14 04:33:00,2025-05-14 04:43:00,"[{'ts': '2025-05-13T19:34:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-05-13T20:24:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0013'}, {'ts': '2025-05-13T21:51:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0003'}, {'ts': '2025-05-14T03:55:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0010'}, {'ts': '2025-05-14T04:43:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}, {'ts': '2025-05-20T04:43:00', 'from': '已关闭', 'to': '已重开', 'actor': '客户'}]",TECH0010,TEAM04,高,6,245.17,388.34,False,20,True,True,0,['2025-05-13T19:34:00'],True,10.0,False,4.0,不合规
TK003051,2025-05-31 15:33:00,巡检,高,240,华东,SITE0013,EQ00029,开关柜,Model-A889,环境损坏,环境损坏-4,开关柜出现环境损坏问题,一般,100,2024-09-18 15:33:00,2025-05-31 15:52:00,2025-05-31 16:01:00,2025-05-31 16:48:00,2025-05-31 17:07:00,2025-05-31 17:54:00,2025-05-31 18:24:00,,2025-05-31 18:43:00,"[{'ts': '2025-05-31T15:33:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-05-31T15:52:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0002'}, {'ts': '2025-05-31T16:48:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0014'}, {'ts': '2025-05-31T17:54:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0015'}, {'ts': '2025-05-31T18:43:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0008,TEAM01,中,7,1517.94,2724.14,False,6,True,False,1,['2025-05-31T15:33:00'],False,,True,5.0,待审
TK003052,2025-12-31 13:09:00,保养,中,480,西北,SITE0016,EQ00107,发电机,Model-D972,漏电,漏电-2,发电机出现漏电问题,轻微,37,,2025-12-31 14:04:00,2025-12-31 14:11:00,2025-12-31 15:43:00,2025-12-31 16:10:00,2025-12-31 17:29:00,,2025-12-31 17:27:00,2025-12-31 17:41:00,"[{'ts': '2025-12-31T13:09:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-12-31T14:04:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0002'}, {'ts': '2025-12-31T15:43:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0007'}, {'ts': '2025-12-31T17:29:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0008'}, {'ts': '2025-12-31T17:41:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0001,TEAM05,初,1,2819.59,3269.12,False,16,True,True,5,['2025-12-31T13:09:00'],False,,False,1.0,合规
TK003053,2025-03-15 13:14:00,巡检,紧急,60,华东,SITE0022,EQ00168,变压器,Model-C431,短路,短路-5,变压器出现短路问题,一般,71,2025-01-19 13:14:00,2025-03-15 13:21:00,2025-03-15 13:41:00,2025-03-15 15:31:00,2025-03-15 15:56:00,2025-03-15 21:11:00,,,2025-03-15 23:01:00,"[{'ts': '2025-03-15T13:14:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-03-15T13:21:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0004'}, {'ts': '2025-03-15T15:31:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0020'}, {'ts': '2025-03-15T21:11:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0016'}, {'ts': '2025-03-15T23:01:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0017,TEAM03,持证,8,6947.77,11312.07,True,3,True,True,3,['2025-03-15T13:14:00'],False,,False,,合规
TK003054,2025-11-18 11:40:00,巡检,中,480,华东,SITE0009,EQ00124,电缆,Model-D386,电气故障,电气故障-2,电缆出现电气故障问题,轻微,101,,2025-11-18 12:31:00,2025-11-18 12:52:00,2025-11-18 13:35:00,2025-11-18 13:44:00,2025-11-18 14:45:00,2025-11-18 15:01:00,2025-11-18 15:10:00,2025-11-18 15:20:00,"[{'ts': '2025-11-18T11:40:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-11-18T12:31:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0004'}, {'ts': '2025-11-18T13:35:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0013'}, {'ts': '2025-11-18T14:45:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0007'}, {'ts': '2025-11-18T15:20:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0006,TEAM01,中,2,919.51,1610.4,False,0,True,True,1,['2025-11-18T11:40:00'],False,,False,4.0,合规
TK003055,2025-06-12 19:10:00,保养,紧急,60,西南,SITE0021,EQ00046,电容器,Model-A590,漏电,漏电-1,电容器出现漏电问题,轻微,65,2024-09-15 19:10:00,2025-06-12 19:20:00,2025-06-12 19:26:00,2025-06-12 20:11:00,2025-06-12 20:23:00,2025-06-12 23:13:00,2025-06-12 23:38:00,2025-06-13 00:39:00,2025-06-13 00:56:00,"[{'ts': '2025-06-12T19:10:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-06-12T19:20:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0009'}, {'ts': '2025-06-12T20:11:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0020'}, {'ts': '2025-06-12T23:13:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0004'}, {'ts': '2025-06-13T00:56:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0009,TEAM04,中,7,5060.16,5832.96,True,8,True,True,8,['2025-06-12T19:10:00'],False,,False,3.0,待审
TK003056,2025-05-02 13:56:00,保养,中,480,华南,SITE0018,EQ00089,开关柜,Model-A651,电气故障,电气故障-1,开关柜出现电气故障问题,一般,19,,2025-05-02 14:06:00,2025-05-02 14:28:00,2025-05-02 15:40:00,2025-05-02 16:05:00,2025-05-02 23:52:00,2025-05-03 00:03:00,2025-05-03 00:23:00,2025-05-03 00:32:00,"[{'ts': '2025-05-02T13:56:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-05-02T14:06:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0003'}, {'ts': '2025-05-02T15:40:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0012'}, {'ts': '2025-05-02T23:52:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0018'}, {'ts': '2025-05-03T00:32:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0019,TEAM04,中,8,1321.86,1521.6,True,17,True,True,5,['2025-05-02T13:56:00'],False,,False,2.0,合规
TK003057,2025-09-15 11:11:00,巡检,中,480,华中,SITE0006,EQ00002,变压器,Model-D965,环境损坏,环境损坏-2,变压器出现环境损坏问题,轻微,25,,2025-09-15 12:00:00,2025-09-15 12:16:00,2025-09-15 13:22:00,2025-09-15 13:37:00,2025-09-15 17:45:00,2025-09-15 18:10:00,2025-09-15 17:56:00,2025-09-15 18:02:00,"[{'ts': '2025-09-15T11:11:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-09-15T12:00:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0002'}, {'ts': '2025-09-15T13:22:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0001'}, {'ts': '2025-09-15T17:45:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0018'}, {'ts': '2025-09-15T18:02:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0015,TEAM02,中,8,1305.96,1812.57,False,5,True,True,5,['2025-09-15T11:11:00'],False,,True,5.0,合规
TK003058,2025-02-14 19:48:00,改造,低,1440,华南,SITE0012,EQ00013,开关柜,Model-D993,机械故障,机械故障-5,开关柜出现机械故障问题,轻微,59,,2025-02-14 19:57:00,2025-02-14 20:15:00,2025-02-14 21:28:00,2025-02-14 21:57:00,2025-02-14 23:01:00,,2025-02-14 23:30:00,2025-02-14 23:47:00,"[{'ts': '2025-02-14T19:48:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-02-14T19:57:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0014'}, {'ts': '2025-02-14T21:28:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0009'}, {'ts': '2025-02-14T23:01:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0001'}, {'ts': '2025-02-14T23:47:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0015,TEAM01,高,1,3999.64,6351.16,True,11,True,True,7,['2025-02-14T19:48:00'],False,,False,3.0,待审
TK003059,2025-07-15 09:26:00,改造,低,1440,华北,SITE0013,EQ00014,变压器,Model-C155,环境损坏,环境损坏-5,变压器出现环境损坏问题,一般,72,,2025-07-15 10:17:00,2025-07-15 10:44:00,2025-07-15 11:49:00,2025-07-15 12:06:00,2025-07-15 14:59:00,2025-07-15 15:16:00,2025-07-15 15:50:00,2025-07-15 16:06:00,"[{'ts': '2025-07-15T09:26:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-07-15T10:17:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0004'}, {'ts': '2025-07-15T11:49:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0018'}, {'ts': '2025-07-15T14:59:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0016'}, {'ts': '2025-07-15T16:06:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0004,TEAM02,高,4,789.88,962.14,False,11,False,True,6,['2025-07-15T09:26:00'],False,,False,2.0,不合规
TK003060,2025-04-01 11:50:00,改造,低,1440,西南,SITE0029,EQ00192,电缆,Model-A558,短路,短路-2,电缆出现短路问题,轻微,89,2024-07-28 11:50:00,2025-04-01 12:05:00,2025-04-01 12:12:00,2025-04-01 12:43:00,2025-04-01 13:11:00,2025-04-01 18:46:00,2025-04-01 18:58:00,2025-04-01 18:54:00,2025-04-01 19:10:00,"[{'ts': '2025-04-01T11:50:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-01T12:05:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0014'}, {'ts': '2025-04-01T12:43:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0009'}, {'ts': '2025-04-01T18:46:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0016'}, {'ts': '2025-04-01T19:10:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0004,TEAM03,初,2,2749.73,3200.27,True,10,True,False,5,['2025-04-01T11:50:00'],False,,False,,不合规
TK003061,2025-07-31 11:55:00,巡检,高,240,华东,SITE0002,EQ00071,发电机,Model-E144,电气故障,电气故障-5,发电机出现电气故障问题,轻微,14,,2025-07-31 12:43:00,2025-07-31 12:52:00,2025-07-31 13:10:00,2025-07-31 13:23:00,2025-07-31 14:12:00,,2025-07-31 14:49:00,2025-07-31 14:56:00,"[{'ts': '2025-07-31T11:55:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-07-31T12:43:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0001'}, {'ts': '2025-07-31T13:10:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0012'}, {'ts': '2025-07-31T14:12:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0002'}, {'ts': '2025-07-31T14:56:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0007,TEAM03,中,7,2677.08,4284.15,True,10,True,True,3,['2025-07-31T11:55:00'],False,,False,,合规
TK003062,2025-12-30 17:09:00,巡检,高,240,华北,SITE0022,EQ00053,变压器,Model-C368,环境损坏,环境损坏-2,变压器出现环境损坏问题,轻微,31,2025-11-14 17:09:00,2025-12-30 17:23:00,2025-12-30 17:38:00,2025-12-30 18:21:00,2025-12-30 18:51:00,2025-12-31 01:27:00,2025-12-31 01:54:00,2025-12-31 01:37:00,2025-12-31 01:44:00,"[{'ts': '2025-12-30T17:09:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-12-30T17:23:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0020'}, {'ts': '2025-12-30T18:21:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0003'}, {'ts': '2025-12-31T01:27:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0018'}, {'ts': '2025-12-31T01:44:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0012,TEAM01,中,8,576.06,700.01,True,14,True,True,0,['2025-12-30T17:09:00'],False,,False,1.0,合规
